T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;2.2199e-08;8.5373e-08;2.2419e-08;8.9705e-08;0.0017613;0.0067734;0.0017787;0.0071171
0.01;7.6648e-08;3.5965e-07;8.7083e-08;3.982e-07;0.00085073;0.0084191;0.001627;0.010457
0.015;1.1638e-07;7.7134e-07;1.6503e-07;9.3629e-07;-0.0020332;0.0025828;-0.00056464;0.007913
0.02;8.3863e-08;1.173e-06;1.9548e-07;1.6436e-06;-0.0037527;-0.0033884;-0.0032312;0.0056174
0.025;-6.7577e-08;1.4258e-06;9.4623e-08;2.4469e-06;-0.0057548;-0.00853;-0.0072644;0.0020808
0.03;-3.6327e-07;1.4219e-06;-2.3019e-07;3.2059e-06;-0.0058058;-0.01201;-0.010663;-0.0056049
0.035;-7.7568e-07;1.1119e-06;-8.238e-07;3.7108e-06;-0.0035378;-0.012502;-0.01086;-0.014723
0.04;-1.2799e-06;5.2081e-07;-1.6787e-06;3.8029e-06;-0.0037799;-0.0099936;-0.010042;-0.018342
0.045;-1.893e-06;-2.5067e-07;-2.8125e-06;3.4687e-06;-0.0049451;-0.0044562;-0.012238;-0.015791
0.05;-2.6081e-06;-1.0454e-06;-4.3229e-06;2.7837e-06;-0.003227;0.0025935;-0.017881;-0.01227
0.055;-3.3766e-06;-1.729e-06;-6.331e-06;1.8007e-06;-0.0010353;0.006324;-0.02196;-0.011541
0.06;-4.1532e-06;-2.2556e-06;-8.8466e-06;4.9328e-07;0.00038403;0.006252;-0.018682;-0.014403
0.065;-4.8883e-06;-2.6366e-06;-1.1742e-05;-1.2273e-06;0.0029272;0.0053986;-0.011735;-0.018647
0.07;-5.5415e-06;-2.9122e-06;-1.4926e-05;-3.4488e-06;0.0036431;0.0030415;-0.011228;-0.021437
0.075;-6.1518e-06;-3.166e-06;-1.8458e-05;-6.2253e-06;-0.00018711;-0.0012953;-0.016683;-0.022975
0.08;-6.8202e-06;-3.5063e-06;-2.2432e-05;-9.578e-06;-0.0044698;-0.0056225;-0.018633;-0.02312
0.085;-7.626e-06;-4.0347e-06;-2.6835e-05;-1.3469e-05;-0.006536;-0.0094231;-0.015716;-0.019978
0.09;-8.593e-06;-4.8379e-06;-3.1582e-05;-1.7797e-05;-0.0063634;-0.012573;-0.011876;-0.01496
0.095;-9.6828e-06;-5.9567e-06;-3.6564e-05;-2.2454e-05;-0.0034805;-0.012695;-0.0068493;-0.011342
0.1;-1.0812e-05;-7.3439e-06;-4.1639e-05;-2.7362e-05;0.00031819;-0.0088002;-0.00068357;-0.0088247
0.105;-1.1894e-05;-8.8757e-06;-4.6661e-05;-3.2445e-05;0.003446;-0.0027645;0.0049992;-0.0051023
0.11;-1.2863e-05;-1.0405e-05;-5.1485e-05;-3.7599e-05;0.0056514;0.0029257;0.010865;-0.00060976
0.115;-1.3684e-05;-1.1822e-05;-5.5958e-05;-4.2732e-05;0.0061826;0.0061268;0.017118;0.0023628
0.12;-1.4363e-05;-1.3086e-05;-5.9955e-05;-4.7792e-05;0.0051747;0.0061292;0.021033;0.0034484
0.125;-1.4927e-05;-1.4216e-05;-6.3422e-05;-5.2752e-05;0.0040326;0.0045783;0.021422;0.0044815
0.13;-1.5392e-05;-1.523e-05;-6.6353e-05;-5.7562e-05;0.0038396;0.0046833;0.021415;0.0075677
0.135;-1.576e-05;-1.6087e-05;-6.8721e-05;-6.2108e-05;0.0039698;0.0078589;0.023577;0.013547
0.14;-1.6035e-05;-1.669e-05;-7.0464e-05;-6.6212e-05;0.0034622;0.012521;0.02651;0.021836
0.145;-1.6222e-05;-1.6934e-05;-7.1514e-05;-6.9648e-05;0.0035573;0.016153;0.028822;0.031502
0.15;-1.6298e-05;-1.6767e-05;-7.1813e-05;-7.2171e-05;0.0053408;0.016694;0.03133;0.04158
0.155;-1.6211e-05;-1.623e-05;-7.1286e-05;-7.3553e-05;0.0076956;0.012992;0.034767;0.049757
0.16;-1.5906e-05;-1.5459e-05;-6.9844e-05;-7.3651e-05;0.0096895;0.0057217;0.038376;0.052951
0.165;-1.5341e-05;-1.4643e-05;-6.7423e-05;-7.2454e-05;0.011172;-0.002101;0.039952;0.050697
0.17;-1.449e-05;-1.3938e-05;-6.403e-05;-7.0049e-05;0.011728;-0.0068258;0.037844;0.045879
0.175;-1.3362e-05;-1.3401e-05;-5.9751e-05;-6.6552e-05;0.010437;-0.0066188;0.033074;0.041575
0.18;-1.201e-05;-1.2973e-05;-5.4695e-05;-6.2051e-05;0.0074619;-0.002124;0.029095;0.038704
0.185;-1.0505e-05;-1.251e-05;-4.8919e-05;-5.6602e-05;0.0047774;0.0048898;0.028368;0.03706
0.19;-8.8952e-06;-1.1832e-05;-4.2426e-05;-5.0235e-05;0.0035734;0.012378;0.029133;0.036482
0.195;-7.1935e-06;-1.0774e-05;-3.5213e-05;-4.2963e-05;0.0037976;0.017951;0.02841;0.035833
0.2;-5.3712e-06;-9.2413e-06;-2.7312e-05;-3.4835e-05;0.0058395;0.020092;0.026587;0.032744
0.205;-3.3577e-06;-7.2191e-06;-1.8753e-05;-2.5976e-05;0.0094537;0.019076;0.026113;0.02568
0.21;-1.0704e-06;-4.7615e-06;-9.5215e-06;-1.6598e-05;0.012453;0.015757;0.027651;0.015855
0.215;1.5239e-06;-1.978e-06;4.1583e-07;-6.9444e-06;0.012133;0.010326;0.028829;0.0062416
0.22;4.3647e-06;9.6886e-07;1.1042e-05;2.7741e-06;0.0076117;0.0027584;0.026264;-0.0010913
0.225;7.3089e-06;3.8773e-06;2.2232e-05;1.2408e-05;0.00065819;-0.0058294;0.018954;-0.0056952
0.23;1.018e-05;6.551e-06;3.3766e-05;2.1871e-05;-0.0065241;-0.01297;0.0085357;-0.007967
0.235;1.2813e-05;8.8622e-06;4.5372e-05;3.1126e-05;-0.012471;-0.016049;-0.0028377;-0.0087272
0.24;1.5095e-05;1.0798e-05;5.6768e-05;4.0156e-05;-0.015668;-0.013989;-0.013856;-0.00923
0.245;1.6987e-05;1.2449e-05;6.7691e-05;4.8925e-05;-0.015563;-0.0088722;-0.0241;-0.011625
0.25;1.8522e-05;1.393e-05;7.7905e-05;5.7328e-05;-0.012995;-0.0046143;-0.032517;-0.017681
0.255;1.9784e-05;1.5307e-05;8.7246e-05;6.5174e-05;-0.0088418;-0.0037576;-0.037481;-0.026805
0.26;2.0888e-05;1.6556e-05;9.5625e-05;7.2225e-05;-0.0037725;-0.006477;-0.039392;-0.036847
0.265;2.1952e-05;1.7585e-05;0.00010299;7.8237e-05;0.00047456;-0.011077;-0.041768;-0.046246
0.27;2.3039e-05;1.8292e-05;0.00010923;8.2988e-05;0.001477;-0.014725;-0.048098;-0.054609
0.275;2.4122e-05;1.8629e-05;0.00011414;8.629e-05;-0.0018105;-0.014892;-0.058352;-0.061439
0.28;2.5075e-05;1.8639e-05;0.00011745;8.8003e-05;-0.008551;-0.01128;-0.069637;-0.065583
0.285;2.5713e-05;1.8433e-05;0.00011891;8.8073e-05;-0.016668;-0.0059241;-0.078786;-0.065948
0.29;2.5846e-05;1.8135e-05;0.00011833;8.6539e-05;-0.023662;-0.0015656;-0.08413;-0.062341
0.295;2.5339e-05;1.7812e-05;0.00011562;8.353e-05;-0.027687;-0.00028823;-0.08578;-0.055653
0.3;2.4139e-05;1.7453e-05;0.00011079;7.9232e-05;-0.027706;-0.0026863;-0.083995;-0.047574
0.305;2.2301e-05;1.6961e-05;0.00010394;7.3831e-05;-0.023318;-0.0078418;-0.078134;-0.040556
0.31;1.998e-05;1.6197e-05;9.526e-05;6.7462e-05;-0.015357;-0.01397;-0.068166;-0.036872
0.315;1.7387e-05;1.5016e-05;8.502e-05;6.017e-05;-0.0064903;-0.019371;-0.056488;-0.036966
0.32;1.471e-05;1.3312e-05;7.3492e-05;5.1938e-05;-0.00011946;-0.0225;-0.046593;-0.038313
0.325;1.2051e-05;1.105e-05;6.0879e-05;4.2764e-05;0.0015771;-0.022184;-0.040185;-0.036945
0.33;9.3866e-06;8.2767e-06;4.73e-05;3.274e-05;-0.0020003;-0.018712;-0.037018;-0.031157
0.335;6.5842e-06;5.1023e-06;3.2815e-05;2.2041e-05;-0.0090297;-0.013383;-0.03552;-0.022852
0.34;3.4778e-06;1.6716e-06;1.7469e-05;1.0863e-05;-0.015299;-0.0071232;-0.03337;-0.015411
0.345;-3e-08;-1.8521e-06;1.3502e-06;-6.4556e-07;-0.016844;-0.00031927;-0.028416;-0.011034
0.35;-3.9006e-06;-5.3029e-06;-1.536e-05;-1.2417e-05;-0.012214;0.0061587;-0.018939;-0.0099724
0.355;-7.9633e-06;-8.5375e-06;-3.2363e-05;-2.4443e-05;-0.0031679;0.011143;-0.0045011;-0.010387
0.36;-1.1985e-05;-1.1458e-05;-4.9261e-05;-3.6708e-05;0.0064661;0.013982;0.012842;-0.0088096
0.365;-1.5762e-05;-1.4022e-05;-6.5637e-05;-4.9111e-05;0.013134;0.014559;0.02896;-0.0021946
0.37;-1.9175e-05;-1.6233e-05;-8.114e-05;-6.1411e-05;0.015985;0.013732;0.040896;0.010365
0.375;-2.2185e-05;-1.8108e-05;-9.5527e-05;-7.3244e-05;0.016209;0.013057;0.048422;0.027042
0.38;-2.4808e-05;-1.9652e-05;-0.00010865;-8.4183e-05;0.014877;0.013527;0.052781;0.044427
0.385;-2.7089e-05;-2.0841e-05;-0.00012042;-9.3819e-05;0.012397;0.014806;0.055245;0.059849
0.39;-2.9107e-05;-2.1654e-05;-0.0001308;-0.0001018;0.0086844;0.015257;0.056226;0.072222
0.395;-3.0956e-05;-2.2115e-05;-0.00013976;-0.00010787;0.0048713;0.012942;0.056863;0.081098
0.4;-3.2695e-05;-2.2325e-05;-0.00014727;-0.00011186;0.0038074;0.0072068;0.059906;0.085869
0.405;-3.4289e-05;-2.2448e-05;-0.00015318;-0.00011369;0.0078155;-0.00029546;0.067619;0.086051
0.41;-3.5579e-05;-2.2656e-05;-0.00015725;-0.00011343;0.016529;-0.0065087;0.079215;0.081504
0.415;-3.6329e-05;-2.3045e-05;-0.00015921;-0.00011123;0.026622;-0.0080624;0.090577;0.073225
0.42;-3.6329e-05;-2.3571e-05;-0.00015882;-0.00010733;0.033438;-0.0028287;0.096847;0.063407
0.425;-3.5488e-05;-2.4029e-05;-0.00015602;-0.00010196;0.033831;0.0081504;0.095881;0.054161
0.43;-3.388e-05;-2.4116e-05;-0.00015091;-9.5317e-05;0.027621;0.02161;0.088953;0.047326
0.435;-3.1717e-05;-2.3515e-05;-0.00014371;-8.7542e-05;0.016752;0.033412;0.07832;0.043395
0.44;-2.9282e-05;-2.2e-05;-0.00013471;-7.8715e-05;0.0050434;0.039745;0.066262;0.040732
0.445;-2.6827e-05;-1.9501e-05;-0.00012419;-6.8914e-05;-0.0035102;0.038995;0.054673;0.03724
0.45;-2.4493e-05;-1.6114e-05;-0.00011242;-5.8245e-05;-0.0061925;0.032052;0.045318;0.032168
0.455;-2.2259e-05;-1.2062e-05;-9.9585e-05;-4.6844e-05;-0.0018797;0.021222;0.04;0.026434
0.46;-1.9952e-05;-7.64e-06;-8.5764e-05;-3.4851e-05;0.0077256;0.0083529;0.038838;0.020903
0.465;-1.731e-05;-3.1777e-06;-7.0952e-05;-2.2398e-05;0.019138;-0.0051286;0.040472;0.01591
0.47;-1.409e-05;1.0069e-06;-5.5118e-05;-9.5946e-06;0.027043;-0.017095;0.041308;0.012071
0.475;-1.0203e-05;4.6579e-06;-3.8311e-05;3.4739e-06;0.026385;-0.025615;0.036524;0.009155
0.48;-5.7706e-06;7.6176e-06;-2.0745e-05;1.6721e-05;0.017341;-0.029709;0.024267;0.0051602
0.485;-1.0672e-06;9.8415e-06;-2.7962e-06;3e-05;0.004307;-0.029187;0.0063787;-0.0025782
0.49;3.5966e-06;1.1394e-05;1.5077e-05;4.3055e-05;-0.0074895;-0.024521;-0.012465;-0.015346
0.495;7.9873e-06;1.2434e-05;3.2458e-05;5.5521e-05;-0.014381;-0.016497;-0.026895;-0.031786
0.5;1.2009e-05;1.3189e-05;4.9088e-05;6.6981e-05;-0.0152;-0.0063193;-0.033256;-0.04862
