T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;4.3972e-08;3.6557e-08;4.5479e-08;3.7958e-08;0.0034887;0.0029004;0.0036082;0.0030116
0.01;1.5569e-07;1.3262e-07;1.6857e-07;1.4435e-07;0.0019922;0.001909;0.002659;0.0025088
0.015;2.4911e-07;2.3903e-07;2.9762e-07;2.8297e-07;-0.003464;-0.0010971;-0.0021887;5.5758e-05
0.02;2.397e-07;3.2289e-07;3.5481e-07;4.3113e-07;-0.0047919;-0.00072514;-0.0035848;0.00069079
0.025;1.4391e-07;3.9497e-07;3.4469e-07;6.0518e-07;-0.0021328;-0.00020634;-0.0018102;0.0013908
0.03;2.5097e-08;4.471e-07;3.0369e-07;7.9701e-07;0.00030267;-0.0013825;-0.00064797;4.2176e-05
0.035;-7.781e-08;4.6344e-07;2.4241e-07;9.8065e-07;0.00097698;-0.0014944;-0.00097015;-0.00070927
0.04;-1.3989e-07;4.5979e-07;1.6595e-07;1.1554e-06;0.0022789;-0.00010777;-0.00025591;-6.9071e-06
0.045;-1.2248e-07;4.6072e-07;1.0712e-07;1.329e-06;0.0040835;0.00048251;0.001664;-7.1038e-05
0.05;-4.2457e-09;4.6516e-07;1.0288e-07;1.4832e-06;0.0039957;-0.00019652;0.002712;-0.0014864
0.055;1.7767e-07;4.4456e-07;1.5317e-07;1.572e-06;0.0011131;-0.0018024;0.0016619;-0.0037317
0.06;3.3093e-07;3.6907e-07;2.11e-07;1.5505e-06;-0.0034014;-0.0025988;-0.0010521;-0.0051084
0.065;3.611e-07;2.5598e-07;2.1452e-07;1.4201e-06;-0.0064612;-0.0004264;-0.0033005;-0.0036159
0.07;2.3699e-07;1.711e-07;1.3579e-07;1.2343e-06;-0.0059007;0.0026863;-0.0032937;-0.00082401
0.075;6.2495e-09;1.5867e-07;-4.0613e-09;1.0383e-06;-0.0026389;0.0031295;-0.0016004;3.4953e-05
0.08;-2.4962e-07;1.9219e-07;-1.7128e-07;8.2428e-07;0.00063432;0.00055855;-0.0005799;-0.0014742
0.085;-4.6699e-07;2.0965e-07;-3.5492e-07;5.5904e-07;0.0024542;-0.0018525;-0.00073058;-0.0026314
0.09;-5.9883e-07;1.8993e-07;-5.4454e-07;2.5216e-07;0.0043811;-0.0011415;0.00024058;-0.00071821
0.095;-6.0218e-07;1.6883e-07;-7.0524e-07;-3.1954e-08;0.0059068;0.0010319;0.0020734;0.0025402
0.1;-4.9043e-07;1.6134e-07;-8.2623e-07;-2.5294e-07;0.0033297;8.2222e-05;0.0011267;0.0025363
0.105;-3.6907e-07;1.1356e-07;-9.6405e-07;-4.456e-07;-0.0025526;-0.0033021;-0.0024668;-0.00026412
0.11;-3.4304e-07;-2.6355e-08;-1.1735e-06;-6.5698e-07;-0.0051073;-0.0040925;-0.0032904;-0.0012523
0.115;-3.982e-07;-2.3805e-07;-1.4075e-06;-8.8241e-07;-0.0014172;-0.0016607;0.0012999;0.00012112
0.12;-4.3706e-07;-4.6051e-07;-1.5523e-06;-1.0919e-06;0.0027365;0.00080646;0.0058528;0.0011605
0.125;-4.107e-07;-6.4972e-07;-1.5499e-06;-1.2755e-06;0.0025078;0.0018605;0.0059446;0.0009206
0.13;-3.4133e-07;-7.8064e-07;-1.416e-06;-1.4343e-06;0.00092602;0.0027986;0.0045797;0.0010505
0.135;-2.4618e-07;-8.2339e-07;-1.1664e-06;-1.5504e-06;0.0011268;0.0042533;0.0046616;0.0023674
0.14;-1.2889e-07;-7.6301e-07;-8.1132e-07;-1.6033e-06;0.00065645;0.0040126;0.0037929;0.002689
0.145;-3.2432e-08;-6.3458e-07;-4.083e-07;-1.607e-06;-0.0023108;0.0014403;5.5662e-05;0.0012627
0.15;-1.3558e-08;-5.0495e-07;-4.2316e-08;-1.5973e-06;-0.0039153;-0.0013483;-0.0030329;-0.00019255
0.155;-5.3605e-08;-4.2875e-07;2.619e-07;-1.6004e-06;-0.00082458;-0.0029328;-0.0019339;-0.0008433
