T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;-3.7303e-09;-2.9168e-09;-3.8285e-09;-3.0342e-09;-0.00029596;-0.00023142;-0.00030375;-0.00024073
0.01;-1.1515e-08;-5.2008e-09;-1.2425e-08;-6.1279e-09;-3.4679e-05;0.00027462;-8.3728e-05;0.00022872
0.015;-1.1173e-08;6.0569e-09;-1.4526e-08;3.5383e-09;0.00068521;0.0008134;0.00060346;0.0007961
0.02;9.8025e-09;3.8679e-08;3.1176e-09;3.708e-08;0.00096882;0.0008964;0.00097868;0.0011134
0.025;5.1979e-08;9.2695e-08;4.5483e-08;1.0228e-07;0.00072937;0.00081605;0.0010003;0.0014197
0.03;1.0446e-07;1.5622e-07;1.0917e-07;1.9656e-07;9.6492e-05;-4.9137e-05;0.00070729;0.00091357
0.035;1.4935e-07;2.0422e-07;1.8346e-07;3.0043e-07;-0.00070294;-0.0011953;0.00014182;-0.00014628
0.04;1.6968e-07;2.1733e-07;2.5381e-07;3.9143e-07;-0.0012639;-0.0016002;-0.00045694;-0.00088653
0.045;1.5954e-07;1.9569e-07;3.0949e-07;4.5797e-07;-0.0011782;-0.0011835;-0.00071943;-0.001073
0.05;1.2881e-07;1.5613e-07;3.501e-07;5.0317e-07;-0.00047159;-0.00025199;-0.00048922;-0.00063675
0.055;9.5181e-08;1.2413e-07;3.825e-07;5.4414e-07;0.00024162;0.00085712;-0.00016575;0.00029611
0.06;6.8138e-08;1.2173e-07;4.0955e-07;6.0375e-07;0.00028967;0.0015143;-0.0002605;0.0011966
0.065;4.0897e-08;1.5275e-07;4.239e-07;6.9593e-07;-0.00030318;0.0011645;-0.00075336;0.0014129
0.07;2.2377e-09;2.0281e-07;4.1694e-07;8.199e-07;-0.00061421;0.00035967;-0.00095445;0.0011324
0.075;-4.2813e-08;2.565e-07;3.9381e-07;9.6936e-07;9.6994e-05;-7.311e-05;-0.0003439;0.00090534
0.08;-7.1053e-08;3.0479e-07;3.7307e-07;1.1349e-06;0.0012482;-0.0003572;0.0005354;0.00038794
0.085;-6.5195e-08;3.3946e-07;3.662e-07;1.2968e-06;0.001487;-0.00073309;0.00058123;-0.00068439
0.09;-3.3749e-08;3.5599e-07;3.6283e-07;1.432e-06;0.00056481;-0.0007209;-0.00029838;-0.0014498
0.095;-4.7849e-09;3.6005e-07;3.3719e-07;1.5305e-06;-0.00076317;-0.0002787;-0.0014828;-0.001491
0.1;-4.1956e-09;3.6495e-07;2.6513e-07;1.6007e-06;-0.0015118;0.0003464;-0.0022346;-0.00078158
0.105;-3.4811e-08;3.8746e-07;1.4145e-07;1.6684e-06;-0.00099186;0.001061;-0.0019013;0.00058918
0.11;-7.6163e-08;4.3817e-07;-1.714e-08;1.7641e-06;0.00013281;0.0012005;-0.00089265;0.0016454
0.115;-1.0401e-07;5.1397e-07;-1.8513e-07;1.9038e-06;0.00095057;0.00080769;0.00014137;0.0018796
0.12;-1.0393e-07;6.0558e-07;-3.3797e-07;2.0891e-06;0.001285;0.00045673;0.0010704;0.0017734
0.125;-7.5387e-08;7.0552e-07;-4.5776e-07;2.3159e-06;0.00099643;0.00020841;0.0015777;0.0015486
0.13;-3.0996e-08;8.0411e-07;-5.3795e-07;2.5721e-06;0.00027246;-0.00031318;0.0015915;0.000803
0.135;1.0812e-08;8.8392e-07;-5.8321e-07;2.832e-06;-0.00047965;-0.001188;0.0012053;-0.00050692
0.14;3.5087e-08;9.2825e-07;-6.0525e-07;3.0667e-06;-0.00092517;-0.0016552;0.00065171;-0.0015071
0.145;3.6895e-08;9.3691e-07;-6.1653e-07;3.2645e-06;-0.00087492;-0.0012032;0.0002091;-0.0014568
0.15;2.0934e-08;9.2944e-07;-6.2616e-07;3.4391e-06;-0.00054715;-8.9185e-05;-7.8537e-05;-0.00039872
0.155;-3.5054e-09;9.3388e-07;-6.3662e-07;3.6206e-06;-0.00013142;0.0010436;1.0305e-05;0.00095243
0.16;-2.7798e-08;9.7046e-07;-6.4166e-07;3.8358e-06;0.00014455;0.0015319;0.00042184;0.00174
0.165;-5.1245e-08;1.0351e-06;-6.3306e-07;4.0888e-06;-7.3742e-05;0.00071779;0.00067113;0.0012956
0.17;-8.2324e-08;1.0989e-06;-6.0761e-07;4.3595e-06;-0.0005369;-0.00077642;0.00067815;0.00012325
0.175;-1.2703e-07;1.1337e-06;-5.6506e-07;4.6223e-06;-0.0005568;-0.0015548;0.00068894;-0.00076118
0.18;-1.7619e-07;1.1311e-06;-5.0242e-07;4.8587e-06;0.00019651;-0.001441;0.00091679;-0.0013446
0.185;-2.0574e-07;1.1029e-06;-4.129e-07;5.0566e-06;0.0013713;-0.00061268;0.0012341;-0.0017468
0.19;-1.9357e-07;1.069e-06;-2.9469e-07;5.2029e-06;0.0019714;0.0001585;0.0010645;-0.0023705
0.195;-1.3502e-07;1.0433e-06;-1.5567e-07;5.2842e-06;0.0017425;0.00050538;0.00060089;-0.0028368
0.2;-3.935e-08;1.0352e-06;-3.7573e-09;5.2995e-06;0.0012278;0.00089817;0.00042772;-0.0024444
0.205;7.5966e-08;1.0479e-06;1.566e-07;5.2622e-06;0.00034649;0.00076917;0.00024933;-0.0017648
0.21;1.8331e-07;1.0647e-06;3.1664e-07;5.1827e-06;-0.00098263;-0.00043083;-0.00027208;-0.0016067
0.215;2.5265e-07;1.0512e-06;4.6269e-07;5.0558e-06;-0.0020603;-0.0019992;-0.00084888;-0.0021875
0.22;2.7024e-07;9.831e-07;5.8624e-07;4.8699e-06;-0.0020868;-0.0023748;-0.00095369;-0.0025272
0.225;2.4984e-07;8.7056e-07;6.9258e-07;4.6245e-06;-0.00095751;-0.0011876;-0.00042672;-0.002241
0.23;2.219e-07;7.4852e-07;7.9525e-07;4.3254e-06;0.00035629;0.00042721;0.00013481;-0.0020535
0.235;2.0756e-07;6.5683e-07;9.0028e-07;3.9795e-06;0.00073748;0.0020015;5.8698e-05;-0.0016907
0.24;2.0259e-07;6.2862e-07;9.9752e-07;3.6022e-06;1.7974e-05;0.003081;-0.00068004;-0.00082715
0.245;1.8993e-07;6.7865e-07;1.0718e-06;3.2219e-06;-0.00063767;0.0031836;-0.0011584;0.00058432
0.25;1.672e-07;7.9841e-07;1.1236e-06;2.8799e-06;-0.0001744;0.002398;-0.00064631;0.0024814
0.255;1.5716e-07;9.5527e-07;1.1749e-06;2.6177e-06;0.0011867;0.00057683;0.00060337;0.0039076
0.26;1.8996e-07;1.1011e-06;1.2544e-06;2.4533e-06;0.0022454;-0.0014637;0.0016542;0.0039206
0.265;2.6992e-07;1.1933e-06;1.3696e-06;2.3727e-06;0.0015391;-0.0028247;0.0012129;0.0027913
0.27;3.6156e-07;1.2106e-06;1.4927e-06;2.3416e-06;-0.00060105;-0.0031816;-0.00057687;0.0011676
0.275;4.1106e-07;1.1576e-06;1.5747e-06;2.3221e-06;-0.0027721;-0.0024375;-0.0027119;-0.000235
0.28;3.766e-07;1.0608e-06;1.5666e-06;2.288e-06;-0.0039519;-0.0010769;-0.0044961;-0.00094504
0.285;2.475e-07;9.4771e-07;1.4369e-06;2.2318e-06;-0.0036266;-0.00021905;-0.0052396;-0.00082756
0.29;4.7868e-08;8.3494e-07;1.182e-06;2.1706e-06;-0.0020221;0.00024524;-0.0047822;0.00042583
0.295;-1.7419e-07;7.2996e-07;8.2627e-07;2.1422e-06;0.00022697;0.00038125;-0.0032905;0.0021941
0.3;-3.6294e-07;6.3334e-07;4.1616e-07;2.1855e-06;0.0024386;0.00028699;-0.001062;0.0035491
0.305;-4.6939e-07;5.4662e-07;1.0709e-08;2.3207e-06;0.0041483;0.00050273;0.0014349;0.0038087
0.31;-4.5935e-07;4.7403e-07;-3.2872e-07;2.5342e-06;0.0051748;0.00063058;0.003848;0.0024593
