T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;2.1879e-08;8.5262e-08;2.2339e-08;9.0117e-08;0.0017358;0.0067646;0.0017724;0.0071498
0.01;7.3945e-08;3.5741e-07;8.4936e-08;4.0029e-07;0.0007118;0.008268;0.0014754;0.010526
0.015;1.0434e-07;7.6096e-07;1.518e-07;9.3871e-07;-0.0024494;0.0022518;-0.0011332;0.0077383
0.02;5.7435e-08;1.1453e-06;1.5924e-07;1.6366e-06;-0.0037477;-0.0037895;-0.0036215;0.0050163
0.025;-9.0695e-08;1.3718e-06;4.8092e-08;2.4215e-06;-0.0043474;-0.0088517;-0.0058673;0.0019461
0.03;-3.5141e-07;1.343e-06;-2.3754e-07;3.1736e-06;-0.0046639;-0.011583;-0.0080906;-0.0045433
0.035;-7.2891e-07;1.031e-06;-7.5967e-07;3.696e-06;-0.004678;-0.011085;-0.010826;-0.01382
0.04;-1.2282e-06;4.6762e-07;-1.5905e-06;3.8112e-06;-0.0050662;-0.0090355;-0.013874;-0.018803
0.045;-1.8487e-06;-2.665e-07;-2.7939e-06;3.4829e-06;-0.0046354;-0.0046389;-0.01593;-0.016707
0.05;-2.563e-06;-1.0267e-06;-4.4005e-06;2.7915e-06;-0.0028677;0.0025408;-0.016338;-0.012331
0.055;-3.3165e-06;-1.6735e-06;-6.4071e-06;1.8384e-06;-0.00028517;0.0065641;-0.015672;-0.0086117
0.06;-4.0517e-06;-2.1629e-06;-8.7993e-06;6.9651e-07;0.0017704;0.0060465;-0.015168;-0.0064749
0.065;-4.735e-06;-2.5139e-06;-1.1568e-05;-6.3204e-07;0.0023773;0.0050177;-0.014973;-0.008432
0.07;-5.3655e-06;-2.7734e-06;-1.4714e-05;-2.2445e-06;0.0018593;0.0023231;-0.015196;-0.014266
0.075;-5.976e-06;-3.0383e-06;-1.8267e-05;-4.3105e-06;-0.0002525;-0.0027562;-0.017295;-0.022013
0.08;-6.6327e-06;-3.4276e-06;-2.2296e-05;-7.0392e-06;-0.0034473;-0.0072007;-0.020876;-0.030996
0.085;-7.4057e-06;-4.0366e-06;-2.6885e-05;-1.0627e-05;-0.0058532;-0.010372;-0.023852;-0.037764
0.09;-8.3274e-06;-4.9263e-06;-3.2079e-05;-1.5155e-05;-0.0060649;-0.012104;-0.02456;-0.037455
0.095;-9.3709e-06;-6.0949e-06;-3.7854e-05;-2.0531e-05;-0.0036852;-0.010229;-0.021988;-0.030448
0.1;-1.0458e-05;-7.4514e-06;-4.4106e-05;-2.6549e-05;0.00021437;-0.004814;-0.016162;-0.020938
0.105;-1.1489e-05;-8.8394e-06;-5.0657e-05;-3.2969e-05;0.0042051;0.0022831;-0.0077836;-0.011143
0.11;-1.2381e-05;-1.0088e-05;-5.7286e-05;-3.9547e-05;0.0069952;0.0089202;0.0015262;-0.0015428
0.115;-1.3087e-05;-1.1066e-05;-6.377e-05;-4.6068e-05;0.0078994;0.01269;0.010119;0.0060793
0.12;-1.3599e-05;-1.1729e-05;-6.991e-05;-5.2391e-05;0.007559;0.012508;0.017405;0.0098321
0.125;-1.3938e-05;-1.2134e-05;-7.5553e-05;-5.8465e-05;0.0062968;0.0082258;0.022388;0.010088
0.13;-1.4153e-05;-1.2422e-05;-8.0617e-05;-6.4304e-05;0.003692;0.0010696;0.023868;0.0086833
0.135;-1.4322e-05;-1.2775e-05;-8.5105e-05;-6.9941e-05;-5.7205e-05;-0.0061743;0.022288;0.0075513
0.14;-1.4542e-05;-1.3338e-05;-8.9068e-05;-7.5377e-05;-0.0039991;-0.010723;0.019749;0.0084554
0.145;-1.4892e-05;-1.4167e-05;-9.2547e-05;-8.0552e-05;-0.0064781;-0.010605;0.018846;0.01242
0.15;-1.5401e-05;-1.5192e-05;-9.553e-05;-8.5319e-05;-0.0061468;-0.005053;0.020954;0.02023
0.155;-1.6025e-05;-1.6221e-05;-9.7926e-05;-8.943e-05;-0.0031107;0.0046992;0.025898;0.032207
0.16;-1.6667e-05;-1.7002e-05;-9.959e-05;-9.2565e-05;0.0016586;0.015192;0.032713;0.045818
0.165;-1.72e-05;-1.7318e-05;-0.00010035;-9.4426e-05;0.0070326;0.021959;0.03975;0.056181
0.17;-1.7492e-05;-1.7087e-05;-0.00010004;-9.4838e-05;0.01227;0.021926;0.045545;0.059824
0.175;-1.7428e-05;-1.6387e-05;-9.8551e-05;-9.3796e-05;0.016241;0.015575;0.048835;0.05644
0.18;-1.6942e-05;-1.5413e-05;-9.5846e-05;-9.1448e-05;0.017454;0.0062945;0.048556;0.048081
0.185;-1.6045e-05;-1.4385e-05;-9.1975e-05;-8.8021e-05;0.015562;-0.0019306;0.044793;0.038319
0.19;-1.4813e-05;-1.3461e-05;-8.7062e-05;-8.3731e-05;0.011144;-0.0064259;0.038533;0.030577
0.195;-1.3373e-05;-1.2703e-05;-8.1273e-05;-7.8731e-05;0.0055622;-0.006836;0.031542;0.026275
0.2;-1.1851e-05;-1.2082e-05;-7.4763e-05;-7.3083e-05;0.0009402;-0.0041348;0.026109;0.025607
0.205;-1.0332e-05;-1.1498e-05;-6.7629e-05;-6.6756e-05;-0.0011854;0.0011001;0.023819;0.028565
0.21;-8.8306e-06;-1.0793e-05;-5.9879e-05;-5.9648e-05;-0.00018327;0.0086114;0.02536;0.034001
0.215;-7.2849e-06;-9.7708e-06;-5.1433e-05;-5.1623e-05;0.0036788;0.016769;0.030437;0.039345
0.22;-5.5843e-06;-8.2615e-06;-4.2141e-05;-4.2582e-05;0.0087082;0.022211;0.037146;0.041943
