T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;-3.7977e-09;-2.963e-09;-3.8779e-09;-2.9754e-09;-0.0003013;-0.00023508;-0.00030767;-0.00023606
0.01;-1.2111e-08;-5.4945e-09;-1.277e-08;-5.6276e-09;-6.6111e-05;0.00026219;-9.9449e-05;0.00025455
0.015;-1.3514e-08;5.5285e-09;-1.5679e-08;5.4387e-09;0.00061934;0.00082655;0.00057814;0.00084699
0.02;4.5596e-09;3.9591e-08;6.1491e-10;4.1073e-08;0.00094152;0.0010168;0.00096053;0.0011184
0.025;4.5156e-08;9.9515e-08;4.1271e-08;1.0694e-07;0.00086186;0.0010532;0.00098975;0.0013007
0.03;1.0162e-07;1.7542e-07;1.0287e-07;1.9855e-07;0.00040942;0.00023123;0.00068786;0.00076462
0.035;1.5929e-07;2.4222e-07;1.7478e-07;2.9814e-07;-0.00031171;-0.00095975;0.00013724;-0.00012726
0.04;2.0034e-07;2.7704e-07;2.4329e-07;3.8761e-07;-0.0010191;-0.0016031;-0.00040972;-0.00068458
0.045;2.1241e-07;2.7292e-07;2.9898e-07;4.5781e-07;-0.0013017;-0.0015156;-0.00061771;-0.0008586
0.05;1.9667e-07;2.4017e-07;3.4255e-07;5.0995e-07;-0.00092729;-0.0007784;-0.00035461;-0.00058875
0.055;1.6515e-07;2.0117e-07;3.8128e-07;5.5574e-07;-0.00033404;0.00027901;-3.1442e-05;7.9168e-05
0.06;1.277e-07;1.8067e-07;4.1707e-07;6.1111e-07;-0.00013773;0.0012015;-0.00020029;0.00068878
0.065;8.329e-08;1.9279e-07;4.3926e-07;6.8368e-07;-0.00041694;0.0014136;-0.00088593;0.00069156
0.07;2.7597e-08;2.3593e-07;4.3374e-07;7.6932e-07;-0.00048877;0.0010685;-0.0013344;0.00035384
0.075;-3.1112e-08;3.0136e-07;4.0045e-07;8.6085e-07;0.00024286;0.00071467;-0.00089189;0.00011648
0.08;-7.0935e-08;3.7725e-07;3.5618e-07;9.4934e-07;0.0012687;0.00012384;1.291e-05;-0.00035775
0.085;-7.6536e-08;4.4484e-07;3.1564e-07;1.0201e-06;0.0014754;-0.00078631;0.00029055;-0.0010571
0.09;-5.5289e-08;4.8745e-07;2.7524e-07;1.0629e-06;0.00067662;-0.0012166;-0.00027485;-0.0011879
0.095;-3.1281e-08;5.0406e-07;2.1785e-07;1.0823e-06;-0.00045577;-0.00086755;-0.0010857;-0.00068556
0.1;-2.6777e-08;5.0929e-07;1.2788e-07;1.0943e-06;-0.0011086;-4.3608e-05;-0.001523;9.1867e-05
0.105;-4.524e-08;5.2663e-07;5.2039e-09;1.1218e-06;-0.00073467;0.0010108;-0.0010992;0.001149
0.11;-7.2039e-08;5.7522e-07;-1.3468e-07;1.1867e-06;6.8163e-05;0.0014955;-0.00027669;0.0018459
0.115;-8.9309e-08;6.5753e-07;-2.7235e-07;1.2977e-06;0.00069538;0.0012045;0.00045362;0.0018383
0.12;-8.4398e-08;7.6241e-07;-3.9127e-07;1.4497e-06;0.0010803;0.00060148;0.0010477;0.0014486
0.125;-5.4385e-08;8.7418e-07;-4.8173e-07;1.6316e-06;0.00093155;-5.0573e-05;0.0012319;0.00094841
0.13;-9.512e-09;9.7206e-07;-5.4315e-07;1.8263e-06;0.00025924;-0.0010567;0.0010914;7.3598e-05
0.135;3.0314e-08;1.0276e-06;-5.8103e-07;2.0066e-06;-0.00066226;-0.0023288;0.00079362;-0.0012265
0.14;4.4584e-08;1.0196e-06;-6.0311e-07;2.1459e-06;-0.0013843;-0.0027639;0.00046961;-0.0020539
0.145;2.1975e-08;9.5495e-07;-6.1546e-07;2.2377e-06;-0.0015691;-0.001777;0.00030764;-0.0017557
0.15;-3.6689e-08;8.6989e-07;-6.2013e-07;2.3e-06;-0.0013169;0.00014388;0.00030568;-0.00060164
0.155;-1.1994e-07;8.129e-07;-6.1487e-07;2.3637e-06;-0.00065223;0.0021026;0.00048842;0.00071313
0.16;-2.0851e-07;8.2193e-07;-5.9509e-07;2.455e-06;0.00022594;0.003185;0.00067358;0.0014925
0.165;-2.843e-07;9.0332e-07;-5.6111e-07;2.5765e-06;0.00079944;0.0026142;0.00046521;0.00093905
0.17;-3.3772e-07;1.0284e-06;-5.2154e-07;2.7018e-06;0.00099194;0.00088538;-1.7495e-05;-0.0006393
0.175;-3.6407e-07;1.1537e-06;-4.8524e-07;2.7932e-06;0.0011728;-0.00086992;-0.00024679;-0.0020686
