T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;4.2146e-08;3.5527e-08;4.5479e-08;3.7954e-08;0.0033438;0.0028186;0.0036083;0.0030113
0.01;1.4477e-07;1.2649e-07;1.6854e-07;1.4433e-07;0.0015553;0.0016652;0.0026564;0.0025088
0.015;2.1957e-07;2.2016e-07;2.9728e-07;2.829e-07;-0.0037916;-0.0014653;-0.0022084;5.1532e-05
0.02;1.9124e-07;2.8231e-07;3.533e-07;4.3044e-07;-0.0044906;-0.0010745;-0.003634;0.00065071
0.025;8.9617e-08;3.29e-07;3.4097e-07;6.0199e-07;-0.0013836;-0.0001543;-0.0018434;0.0012805
0.03;-1.6717e-08;3.6034e-07;2.9875e-07;7.8832e-07;0.0010199;-0.0010634;-0.00053743;-8.8687e-05
0.035;-9.1378e-08;3.6297e-07;2.4268e-07;9.6464e-07;0.001521;-0.0012471;-0.00056705;-0.00072406
0.04;-1.1881e-07;3.5303e-07;1.8619e-07;1.135e-06;0.0022507;0.00023702;0.00052166;0.00024497
0.045;-7.8396e-08;3.5518e-07;1.7094e-07;1.3162e-06;0.0031795;0.00074113;0.0027761;0.00062444
0.05;3.5621e-08;3.6289e-07;2.3982e-07;1.503e-06;0.0027186;-0.00029071;0.0039643;-0.00017213
0.055;1.8503e-07;3.4221e-07;3.9203e-07;1.6652e-06;0.00012436;-0.0019789;0.0027149;-0.0017899
0.06;2.9112e-07;2.657e-07;5.7074e-07;1.7706e-06;-0.0035884;-0.0024983;-0.00058634;-0.0027588
0.065;2.8096e-07;1.5672e-07;6.9533e-07;1.8262e-06;-0.005726;-0.00011576;-0.0037494;-0.0012428
0.07;1.4303e-07;8.2402e-08;7.137e-07;1.8805e-06;-0.0045142;0.0028941;-0.0047621;0.0011404
0.075;-6.1503e-08;8.2083e-08;6.2476e-07;1.9645e-06;-0.00082206;0.0030458;-0.0038299;0.0012573
0.08;-2.4917e-07;1.2081e-07;4.5076e-07;2.0478e-06;0.0021829;9.0538e-05;-0.0029692;-0.001309
0.085;-3.704e-07;1.3118e-07;2.0903e-07;2.0689e-06;0.0031409;-0.0023712;-0.0024497;-0.0036734
0.09;-4.0187e-07;9.9952e-08;-6.4045e-08;2.009e-06;0.0040342;-0.00098087;-7.336e-05;-0.0028275
0.095;-3.2482e-07;8.3062e-08;-2.9587e-07;1.9101e-06;0.0046541;0.0021296;0.0033748;-0.00028896
0.1;-1.7134e-07;1.1339e-07;-4.404e-07;1.799e-06;0.0014868;0.0016764;0.003634;-0.00067049
0.105;-5.3221e-08;1.4203e-07;-5.369e-07;1.6355e-06;-0.0043112;-0.0018047;0.00022201;-0.0035067
0.11;-6.578e-08;1.1139e-07;-6.5153e-07;1.3763e-06;-0.0061784;-0.0029616;-0.0016936;-0.004184
0.115;-1.7822e-07;3.256e-08;-7.8151e-07;1.0366e-06;-0.00184;-0.00090498;0.0004459;-0.002255
0.12;-2.784e-07;-4.2492e-08;-8.8001e-07;6.6351e-07;0.0028362;0.0012144;0.0020894;-0.00040857
0.125;-3.0252e-07;-7.957e-08;-9.532e-07;2.9043e-07;0.0032734;0.0018314;-4.4059e-05;0.00041152
0.13;-2.5732e-07;-6.5781e-08;-1.0545e-06;-5.628e-08;0.0022677;0.0022345;-0.0022182;0.0016907
0.135;-1.5135e-07;1.3499e-08;-1.1951e-06;-3.3248e-07;0.0025861;0.0030041;-0.00094456;0.0039467
0.14;1.0558e-08;1.5613e-07;-1.3356e-06;-5.0081e-07;0.0019029;0.0020786;0.00095669;0.0046982
0.145;1.7513e-07;3.1292e-07;-1.4562e-06;-5.7324e-07;-0.0016746;-0.00093836;0.00065059;0.0029839
0.15;2.6203e-07;4.1224e-07;-1.561e-06;-6.0221e-07;-0.004556;-0.0036666;0.00060354;0.00049284
0.155;2.5152e-07;4.0775e-07;-1.6144e-06;-6.4541e-07;-0.0032604;-0.0046478;0.0034945;-0.0016336
0.16;1.8939e-07;2.9988e-07;-1.5525e-06;-7.3947e-07;-0.00086239;-0.0036333;0.0057439;-0.0024452
0.165;9.733e-08;1.2577e-07;-1.379e-06;-8.8912e-07;-0.0015113;-0.0016666;0.0032111;-0.0020057
0.17;-4.3243e-08;-7.5688e-08;-1.1784e-06;-1.0861e-06;-0.0023817;-0.00051364;-0.0010491;-0.0017774
0.175;-1.9888e-07;-2.6945e-07;-1.0069e-06;-1.3087e-06;0.0011481;0.0011203;-0.0013116;-0.00028094
0.18;-2.6328e-07;-3.9009e-07;-8.3357e-07;-1.4824e-06;0.0061572;0.004719;0.0014594;0.0041691
0.185;-1.711e-07;-3.8869e-07;-6.1293e-07;-1.525e-06;0.0064053;0.0050777;0.0023424;0.0063565
0.19;2.0335e-08;-3.3336e-07;-3.5957e-07;-1.4603e-06;0.0015533;-0.00073345;0.00028706;0.0022523
0.195;1.8132e-07;-3.515e-07;-1.231e-07;-1.3906e-06;-0.0039955;-0.0051758;-0.0016479;-0.0018704
0.2;2.137e-07;-4.5787e-07;7.1114e-08;-1.348e-06;-0.0063162;-0.001926;-0.0017415;-0.00032856
0.205;1.0812e-07;-5.3505e-07;2.3618e-07;-1.2702e-06;-0.0047375;0.0042665;-0.00059427;0.0031554
0.21;-7.8066e-08;-4.9487e-07;3.948e-07;-1.1257e-06;-0.0017111;0.0051629;8.4779e-05;0.0022056
0.215;-2.8986e-07;-3.8529e-07;5.2871e-07;-9.9299e-07;-0.00032374;0.0004088;-0.0020423;-0.0031339
0.22;-5.0257e-07;-3.0618e-07;5.7554e-07;-9.7573e-07;0.00024756;-0.0028721;-0.0049308;-0.0061297
0.225;-6.638e-07;-2.863e-07;5.1694e-07;-1.0899e-06;0.0038475;-0.0018844;-0.0035355;-0.0044025
0.23;-6.6943e-07;-2.9158e-07;4.3047e-07;-1.2781e-06;0.0086069;-0.00012287;0.001299;-0.0015203
0.235;-4.8349e-07;-2.9061e-07;3.8653e-07;-1.4738e-06;0.0067694;0.00062792;0.002142;0.00092132
0.24;-2.3969e-07;-2.7152e-07;3.2926e-07;-1.6221e-06;-0.0021159;0.00082251;-0.0031835;0.0028804
0.245;-1.0933e-07;-2.3631e-07;1.6662e-07;-1.6869e-06;-0.0070086;0.0004712;-0.0052891;0.003797
0.25;-8.9892e-08;-2.0256e-07;-5.0063e-08;-1.6694e-06;-0.0019159;-0.0005848;0.00092468;0.0028062
0.255;-5.0167e-08;-1.9244e-07;-1.762e-07;-1.6057e-06;0.0035693;-0.0013102;0.0063526;0.000882
0.26;5.0934e-08;-2.013e-07;-1.805e-07;-1.53e-06;0.0013847;-0.00022024;0.0034419;7.368e-05
0.265;1.3871e-07;-1.8814e-07;-1.658e-07;-1.4452e-06;-0.0024658;0.0019801;-0.0019333;0.00064974
0.27;1.9206e-07;-1.0581e-07;-1.9371e-07;-1.3279e-06;-0.00032812;0.0035598;-0.0015158;0.0019463
0.275;2.9111e-07;4.3589e-08;-2.1411e-07;-1.1658e-06;0.0039923;0.0018291;0.0021166;0.0016577
0.28;4.6812e-07;1.6925e-07;-1.9039e-07;-1.0034e-06;0.0022886;-0.0037121;0.0014487;-0.0016269
0.285;6.2289e-07;1.6167e-07;-1.8231e-07;-9.1011e-07;-0.0040582;-0.0069763;-0.0026944;-0.0039135
0.29;6.3982e-07;1.8907e-08;-2.5104e-07;-8.8726e-07;-0.0070032;-0.0038723;-0.003482;-0.0017501
0.295;5.2515e-07;-1.5371e-07;-3.4898e-07;-8.6088e-07;-0.0035556;0.0014874;0.0011207;0.0020365
0.3;3.8338e-07;-2.6761e-07;-3.5757e-07;-7.7317e-07;0.0013958;0.003238;0.0060411;0.0028915
0.305;2.834e-07;-3.1878e-07;-2.1677e-07;-6.3351e-07;0.0019779;0.0017887;0.0059435;0.0012711
0.31;2.0382e-07;-3.4021e-07;2.9803e-08;-4.7804e-07;-0.00034209;0.00058314;0.0025235;-1.3848e-05
0.315;1.1324e-07;-3.5266e-07;3.163e-07;-3.3463e-07;-0.00055786;0.00013313;0.00065422;-0.00094899
0.32;3.1407e-08;-3.5248e-07;6.1949e-07;-2.1665e-07;0.0012545;0.00086906;0.00067574;-0.0010926
0.325;-1.7642e-08;-3.0954e-07;9.2231e-07;-1.1151e-07;0.0013844;0.0025495;-0.00068993;5.9158e-05
0.33;-6.2094e-08;-2.0088e-07;1.1654e-06;4.2043e-09;-0.0010066;0.0027224;-0.0040835;0.000794
0.335;-1.4715e-07;-4.3394e-08;1.2837e-06;1.4089e-07;-0.0022579;0.0011882;-0.0059129;0.00088453
0.34;-2.6127e-07;1.2179e-07;1.2809e-06;2.996e-07;-8.5114e-05;-0.00057354;-0.0038007;0.00087748
0.345;-3.3883e-07;2.4706e-07;1.2299e-06;4.636e-07;0.0030148;-0.0026161;-4.9992e-05;-0.00044287
0.35;-3.3399e-07;2.9499e-07;1.1993e-06;5.9444e-07;0.003595;-0.0035829;0.001695;-0.0022138
0.355;-2.6793e-07;2.8879e-07;1.1974e-06;6.8518e-07;0.0013141;-0.00077096;0.00061336;-0.0010164
0.36;-2.0178e-07;3.1639e-07;1.1852e-06;7.927e-07;-0.0013115;0.0034782;-0.0014364;0.0023549
0.365;-1.8361e-07;4.1007e-07;1.1147e-06;9.4886e-07;-0.0025362;0.0018556;-0.0032293;0.0015741
0.37;-2.2532e-07;4.5804e-07;9.4688e-07;1.071e-06;-0.00226;-0.0054963;-0.004563;-0.0042761
0.375;-2.9951e-07;3.4462e-07;6.6712e-07;1.0637e-06;-0.00034792;-0.0074707;-0.0043999;-0.0061285
0.38;-3.3818e-07;1.4056e-07;3.1306e-07;9.8013e-07;0.0031825;0.00017637;-0.0015588;-8.4021e-06
0.385;-2.6534e-07;2.4335e-08;-3.405e-08;9.6355e-07;0.0057507;0.0068872;0.0021176;0.0053993
0.39;-7.4472e-08;5.5907e-08;-3.2365e-07;1.0623e-06;0.0037218;0.0049839;0.0025082;0.0038604
0.395;1.4752e-07;1.5041e-07;-5.7813e-07;1.2147e-06;-0.0012274;4.4372e-05;0.00030691;0.00043177
0.4;3.2127e-07;2.2324e-07;-8.1396e-07;1.3702e-06;-0.0026641;-0.0018005;0.0011561;-0.00020477
0.405;4.622e-07;2.596e-07;-9.6797e-07;1.5269e-06;2.5006e-05;-0.0011229;0.0053801;0.00030046
0.41;6.063e-07;2.8177e-07;-9.7322e-07;1.6884e-06;0.0002587;-1.1479e-05;0.0065524;8.4846e-05
0.415;7.0608e-07;3.0391e-07;-8.6648e-07;1.8335e-06;-0.0037886;1.6676e-05;0.0024295;-0.0013886
0.42;6.9001e-07;3.1282e-07;-7.3991e-07;1.9189e-06;-0.0055098;-0.0010705;-0.00086466;-0.0033809
0.425;5.9059e-07;2.7447e-07;-6.1065e-07;1.8969e-06;-0.0011879;-0.0027086;0.0010502;-0.0052201
0.43;5.1265e-07;1.5772e-07;-4.2597e-07;1.7329e-06;0.0029278;-0.0035717;0.0033998;-0.0061387
0.435;4.8297e-07;-1.0133e-08;-1.8838e-07;1.4508e-06;0.00096846;-0.00054287;0.00086294;-0.0033433
0.44;4.3052e-07;-1.3351e-07;2.9097e-08;1.144e-06;-0.0027978;0.0041056;-0.0024852;0.0013718
0.445;3.1402e-07;-1.488e-07;2.0257e-07;8.8976e-07;-0.0023557;0.004572;-0.0010662;0.0028617
0.45;1.623e-07;-8.468e-08;3.8363e-07;6.94e-07;-0.00045452;0.0017879;0.0016834;0.001818
0.455;-1.8133e-08;-1.9774e-09;5.8906e-07;5.3763e-07;-0.0018205;-0.00031132;0.00029397;0.0013266
0.46;-2.5543e-07;7.3425e-08;7.72e-07;4.2268e-07;-0.0027469;-0.00028397;-0.0021039;0.0019818
0.465;-5.0663e-07;1.5999e-07;9.2498e-07;3.6965e-07;0.0016026;0.0011722;-0.00032077;0.0029723
0.47;-6.6079e-07;2.8046e-07;1.1005e-06;3.8445e-07;0.0061807;0.0015528;0.0021405;0.0024669
0.475;-6.8007e-07;4.1009e-07;1.2966e-06;4.2334e-07;0.004647;-0.00080527;-0.00047063;-0.00052758
0.48;-6.3992e-07;4.81e-07;1.4176e-06;4.0645e-07;0.00010713;-0.0038966;-0.005531;-0.0039397
0.485;-6.0615e-07;4.541e-07;1.3885e-06;2.8881e-07;-0.000649;-0.0039503;-0.0065089;-0.0041442
0.49;-5.5312e-07;3.7077e-07;1.237e-06;1.1319e-07;0.0021811;-0.00057757;-0.0033008;-0.00051014
0.495;-4.4202e-07;2.9928e-07;1.022e-06;-3.6408e-08;0.0024912;0.0015435;-0.0017559;0.0026068
0.5;-3.1375e-07;2.4085e-07;7.3925e-07;-1.2905e-07;-0.0011027;-0.00047644;-0.0036458;0.001971
0.505;-2.3973e-07;1.4154e-07;3.5511e-07;-1.9165e-07;-0.0032589;-0.0028064;-0.0044861;0.00042561
0.51;-2.2185e-07;-1.2055e-08;-1.0735e-07;-2.3264e-07;-0.0012532;-0.0015579;-0.0017968;0.0012878
0.515;-1.9151e-07;-1.6632e-07;-5.6676e-07;-2.2129e-07;0.0022515;0.0015039;0.0020423;0.0029033
0.52;-9.3666e-08;-2.6298e-07;-9.5879e-07;-1.4014e-07;0.00317;0.0031163;0.0033674;0.002693
0.525;4.5745e-08;-2.9045e-07;-1.2955e-06;-1.8389e-08;0.00017371;0.0024305;0.0010733;0.0005634
0.53;1.5507e-07;-2.8222e-07;-1.6301e-06;8.1978e-08;-0.0025951;0.00042901;-0.00091352;-0.0022736
0.535;2.1864e-07;-2.785e-07;-1.9589e-06;1.0488e-07;-0.0010906;-0.00079892;0.0013471;-0.0039339
0.54;2.9296e-07;-2.8797e-07;-2.2047e-06;3.5117e-08;0.001954;-0.00026421;0.0053;-0.0034901
0.545;4.1076e-07;-2.9747e-07;-2.3089e-06;-1.1018e-07;0.0015511;0.00026698;0.0060522;-0.0025496
0.55;5.2288e-07;-3.0618e-07;-2.2933e-06;-3.1314e-07;-0.0019967;-0.00019913;0.0035376;-0.0020617
0.555;5.6101e-07;-3.1611e-07;-2.2091e-06;-5.4943e-07;-0.0039424;9.1504e-05;0.0019375;-0.00061358
0.56;5.2233e-07;-3.107e-07;-2.0609e-06;-7.7551e-07;-0.0022196;0.0011362;0.0031712;0.0014313
0.565;4.5959e-07;-2.9346e-07;-1.8133e-06;-9.7487e-07;0.00030015;-0.00017007;0.0047881;0.0007281
0.57;4.0223e-07;-3.1459e-07;-1.4587e-06;-1.1933e-06;0.00014891;-0.0029005;0.0037879;-0.0022505
0.575;3.145e-07;-3.9476e-07;-1.0545e-06;-1.47e-06;-0.0025691;-0.0018541;0.00018463;-0.0024362
0.58;1.4684e-07;-4.5846e-07;-6.7827e-07;-1.7607e-06;-0.003844;0.0031598;-0.0024309;0.0013055
0.585;-8.0746e-08;-4.093e-07;-3.4853e-07;-1.9833e-06;-0.00097252;0.0058957;-0.0013116;0.0041569
0.59;-2.92e-07;-2.5747e-07;-2.8506e-08;-2.1255e-06;0.0022912;0.0023528;0.00054264;0.0022964
0.595;-4.6404e-07;-1.0785e-07;2.767e-07;-2.2437e-06;0.0008765;-0.0025414;-0.0016994;-0.00037786
0.6;-6.4891e-07;-1.7396e-08;4.9482e-07;-2.3468e-06;-0.0019123;-0.0022281;-0.0052749;0.0015496
0.605;-8.426e-07;5.4694e-08;6.0866e-07;-2.3664e-06;0.0011642;0.00076094;-0.0031109;0.0051316
0.61;-9.333e-07;1.4714e-07;7.1408e-07;-2.2546e-06;0.0070801;0.00089041;0.002438;0.005409
0.615;-8.5924e-07;2.3e-07;8.7494e-07;-2.0392e-06;0.0061541;-0.0016503;0.0020466;0.002894
0.62;-7.1199e-07;2.4818e-07;1.0147e-06;-1.7814e-06;-0.00028793;-0.0035348;-0.0037211;0.00048382
0.625;-5.8893e-07;1.8695e-07;1.0459e-06;-1.5191e-06;-0.0016968;-0.0028317;-0.0050106;-0.00013564
0.63;-4.5171e-07;7.8353e-08;1.0085e-06;-1.2584e-06;0.0028129;-0.00095833;-0.00050065;1.1513e-05
0.635;-2.3355e-07;-4.8689e-08;9.7477e-07;-1.0093e-06;0.0037035;-0.00050519;0.0008414;-0.00093044
0.64;3.6494e-09;-1.9551e-07;8.9709e-07;-8.0131e-07;-0.0021514;-0.0010766;-0.0043325;-0.0023612
0.645;1.3375e-07;-3.5285e-07;6.6122e-07;-6.4064e-07;-0.0064487;0.00021942;-0.0083516;-0.001443
0.65;1.5753e-07;-4.6405e-07;2.7147e-07;-4.7217e-07;-0.0021076;0.0034655;-0.0040088;0.002058
0.655;2.1551e-07;-4.8137e-07;-1.2144e-07;-2.3456e-07;0.0048552;0.0040714;0.0037612;0.0034968
0.66;3.7408e-07;-4.38e-07;-4.1373e-07;5.7374e-08;0.0032563;0.00079855;0.0043443;0.00086725
0.665;5.1624e-07;-4.0284e-07;-6.638e-07;3.3675e-07;-0.0045605;-0.0014737;-0.0009551;-0.0018828
0.67;5.189e-07;-3.8388e-07;-9.4615e-07;5.6988e-07;-0.0066534;0.00015715;-0.001673;-0.0018333
0.675;4.2756e-07;-3.2044e-07;-1.1978e-06;7.7797e-07;-0.00089562;0.003402;0.0041031;-0.00017271
0.68;3.7133e-07;-1.76e-07;-1.2961e-06;9.7204e-07;0.0037338;0.0031068;0.0082012;-0.00092704
0.685;3.8291e-07;-1.2167e-08;-1.2207e-06;1.0927e-06;0.0017263;-0.0015384;0.0057239;-0.0049327
0.69;3.86e-07;8.569e-08;-1.0605e-06;1.0735e-06;-0.0024112;-0.0037709;0.0010529;-0.0062838
0.695;3.2952e-07;1.2312e-07;-8.8457e-07;9.3998e-07;-0.0023848;-0.001084;0.00018364;-0.0028872
0.7;2.6017e-07;1.6219e-07;-6.7051e-07;7.7413e-07;0.001344;0.0012329;0.0028533;0.00031782
0.705;2.4695e-07;2.2331e-07;-3.6954e-07;6.2374e-07;0.0031694;0.00054369;0.0041183;0.00093133
0.71;2.7901e-07;2.7057e-07;2.6749e-09;4.8804e-07;0.00047577;-0.0016485;0.0015999;0.00024699
0.715;2.771e-07;2.6e-07;3.7372e-07;3.5101e-07;-0.0032002;-0.0029873;-0.0016994;-0.00035588
0.72;1.8338e-07;1.9482e-07;6.8796e-07;2.1903e-07;-0.0041631;-0.0013996;-0.0028588;0.00074685
0.725;9.4505e-09;1.4655e-07;9.4005e-07;1.4284e-07;-0.0022652;0.0027433;-0.0021194;0.0037092
0.73;-1.9305e-07;2.0125e-07;1.1428e-06;1.8454e-07;-1.5745e-05;0.0055123;-0.0018191;0.0057348
0.735;-3.8781e-07;3.5997e-07;1.2844e-06;3.4367e-07;0.00064519;0.0028419;-0.0030662;0.0036857
0.74;-5.5866e-07;5.1665e-07;1.3404e-06;5.3813e-07;0.0012609;-0.0030005;-0.0037917;-0.00085608
0.745;-6.7621e-07;5.7102e-07;1.3162e-06;6.9143e-07;0.0029981;-0.0052168;-0.0026365;-0.0024634
0.75;-6.9935e-07;5.3185e-07;1.2502e-06;8.1445e-07;0.0045598;-0.0022884;-0.00070446;2.4828e-05
0.755;-6.1154e-07;4.6916e-07;1.1793e-06;9.6122e-07;0.0043283;0.00042314;0.00032032;0.0018908
