T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;4.2819e-08;3.593e-08;4.5478e-08;3.7961e-08;0.0033972;0.0028506;0.0036082;0.0030118
0.01;1.5023e-07;1.3013e-07;1.6851e-07;1.4437e-07;0.0018303;0.0018589;0.0026546;0.0025103
0.015;2.3783e-07;2.3408e-07;2.9733e-07;2.8316e-07;-0.0034247;-0.0010943;-0.0021985;6.4962e-05
0.02;2.2618e-07;3.1404e-07;3.5447e-07;4.3166e-07;-0.0045428;-0.00084163;-0.0035608;0.00069686
0.025;1.3478e-07;3.8029e-07;3.4628e-07;6.0542e-07;-0.0018511;-0.00024693;-0.0016758;0.0013341
0.03;2.4847e-08;4.2677e-07;3.1248e-07;7.9424e-07;0.00038159;-0.0013264;-0.00036108;-0.00011882
0.035;-6.9934e-08;4.3752e-07;2.6709e-07;9.6975e-07;0.00083679;-0.0015452;-0.00056101;-0.00095825
0.04;-1.2787e-07;4.2865e-07;2.1723e-07;1.1289e-06;0.0021;-2.9577e-05;0.00019219;-0.00035595
0.045;-1.1109e-07;4.271e-07;1.9528e-07;1.277e-06;0.0038799;0.00062604;0.0020385;-0.00051395
0.05;1.1345e-09;4.3129e-07;2.3451e-07;1.3948e-06;0.0037697;-0.00016165;0.0028655;-0.0019131
0.055;1.7057e-07;4.1161e-07;3.2713e-07;1.4381e-06;0.00082184;-0.0017451;0.0014182;-0.0040378
0.06;3.0712e-07;3.3939e-07;4.1556e-07;1.3653e-06;-0.0034517;-0.0024677;-0.0017472;-0.0052598
0.065;3.2682e-07;2.3102e-07;4.291e-07;1.1819e-06;-0.0059122;-0.00044063;-0.0042532;-0.0036094
0.07;2.1064e-07;1.479e-07;3.3695e-07;9.4473e-07;-0.0049757;0.0024639;-0.0042179;-0.00069029
0.075;1.2105e-08;1.3149e-07;1.6548e-07;7.0314e-07;-0.0016213;0.0028916;-0.0021341;0.00035164
0.08;-1.9034e-07;1.539e-07;-3.8577e-08;4.5413e-07;0.0013173;0.00022709;-0.00046438;-0.00093437
0.085;-3.4301e-07;1.4965e-07;-2.487e-07;1.6883e-07;0.0026722;-0.0023695;-1.6196e-05;-0.0019784
0.09;-4.116e-07;9.5988e-08;-4.4259e-07;-1.4171e-07;0.00405;-0.0016048;0.001304;-5.9683e-05
0.095;-3.6992e-07;3.2533e-08;-5.8141e-07;-4.143e-07;0.0047792;0.00082176;0.0031045;0.0030984
0.1;-2.5198e-07;-1.879e-08;-6.6283e-07;-6.1238e-07;0.001351;0.00017412;0.0015141;0.002889
0.105;-1.765e-07;-1.04e-07;-7.6505e-07;-7.7609e-07;-0.0047455;-0.0028822;-0.0031701;-0.00013365
0.11;-2.4103e-07;-2.6771e-07;-9.6803e-07;-9.5718e-07;-0.0064929;-0.00342;-0.0049213;-0.001276
0.115;-4.0258e-07;-4.8399e-07;-1.2429e-06;-1.1545e-06;-0.0013015;-0.00079716;-0.00085392;-3.0431e-05
0.12;-5.2851e-07;-6.8782e-07;-1.4818e-06;-1.3403e-06;0.0041706;0.0018007;0.0037352;0.00096186
0.125;-5.4314e-07;-8.3391e-07;-1.6199e-06;-1.5037e-06;0.0047617;0.0028263;0.004359;0.00083119
0.13;-4.5435e-07;-9.0036e-07;-1.6557e-06;-1.642e-06;0.0035084;0.0035422;0.0038244;0.001168
0.135;-2.8253e-07;-8.6588e-07;-1.5831e-06;-1.7313e-06;0.0031287;0.0045318;0.0048347;0.0027537
0.14;-6.0692e-08;-7.2806e-07;-1.3919e-06;-1.7435e-06;0.00089173;0.0037503;0.0046623;0.0034183
0.145;1.1675e-07;-5.3329e-07;-1.128e-06;-1.6841e-06;-0.0044299;0.0008141;0.0011752;0.0023231
0.15;1.4247e-07;-3.549e-07;-8.7392e-07;-1.5831e-06;-0.0077341;-0.0021298;-0.0019707;0.00099683
0.155;1.2583e-08;-2.5063e-07;-6.5556e-07;-1.4656e-06;-0.0047496;-0.0038075;-0.00091586;0.0003237
0.16;-1.6761e-07;-2.3748e-07;-4.2891e-07;-1.3357e-06;0.00072811;-0.0034932;0.0015845;0.00066229
0.165;-3.0433e-07;-2.8863e-07;-1.7288e-07;-1.1803e-06;0.0027761;-0.0016558;0.00078917;0.0013787
0.17;-3.7594e-07;-3.6592e-07;7.3938e-08;-9.969e-07;0.0024347;-0.0004272;-0.0015288;0.00086575
0.175;-3.6229e-07;-4.3359e-07;2.9485e-07;-7.9213e-07;0.0043664;0.0011875;-0.00056896;0.00083657
0.18;-2.1153e-07;-4.2514e-07;5.3369e-07;-5.3593e-07;0.006613;0.0048917;0.0020065;0.0032648
0.185;6.9093e-08;-2.8551e-07;8.1235e-07;-1.9609e-07;0.0038103;0.005634;0.0012054;0.0034541
0.19;3.5689e-07;-7.5665e-08;1.068e-06;1.6308e-07;-0.0032242;1.5211e-05;-0.0030371;-0.0018803
0.195;5.0646e-07;7.7381e-08;1.2069e-06;4.2481e-07;-0.0078616;-0.0045886;-0.006317;-0.0059446
0.2;4.7428e-07;1.4981e-07;1.1944e-06;5.7458e-07;-0.0067081;-0.0019021;-0.0058144;-0.0030502
0.205;3.3882e-07;2.4499e-07;1.0831e-06;7.1998e-07;-0.0015674;0.0037256;-0.0021041;0.0027026
0.21;2.2552e-07;4.411e-07;9.6724e-07;9.4964e-07;0.0033507;0.0043876;0.0017495;0.0040733
0.215;2.0685e-07;6.8371e-07;9.0098e-07;1.2356e-06;0.004246;-0.00064592;0.0022389;0.00044666
0.22;2.6745e-07;8.6117e-07;8.6697e-07;1.4992e-06;0.0021034;-0.0045892;0.00034619;-0.002254
0.225;3.7151e-07;9.2471e-07;8.4781e-07;1.7102e-06;0.0013567;-0.0045427;0.00081934;-0.0019596
0.23;5.1261e-07;8.889e-07;8.8072e-07;1.8754e-06;0.0016087;-0.0034015;0.0033439;-0.0017011
