T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;2.1379e-08;8.3039e-08;2.1866e-08;9.3076e-08;0.0016962;0.0065882;0.0017348;0.0073846
0.01;6.7919e-08;3.3983e-07;8.1054e-08;4.2106e-07;0.00035154;0.0073964;0.0012789;0.011476
0.015;8.5805e-08;6.9696e-07;1.4111e-07;1.0029e-06;-0.0026533;0.00063758;-0.0012115;0.0088436
0.02;4.1125e-08;9.9725e-07;1.5368e-07;1.7444e-06;-0.0023731;-0.0051964;-0.0025948;0.0039409
0.025;-6.4649e-08;1.1345e-06;7.7789e-08;2.5146e-06;-0.0024969;-0.0078695;-0.0044729;-0.0016489
0.03;-2.7121e-07;1.0676e-06;-1.7419e-07;3.1809e-06;-0.0055531;-0.0084595;-0.0095937;-0.0066672
0.035;-6.2717e-07;7.8887e-07;-7.331e-07;3.6171e-06;-0.0064259;-0.0084929;-0.014972;-0.011737
0.04;-1.1075e-06;3.199e-07;-1.6697e-06;3.716e-06;-0.0035403;-0.0067392;-0.015277;-0.015255
0.045;-1.6395e-06;-2.6761e-07;-2.9557e-06;3.4274e-06;-0.00057976;-0.0027542;-0.012676;-0.015767
0.05;-2.1716e-06;-8.6367e-07;-4.5571e-06;2.7467e-06;0.00057967;0.0020702;-0.012536;-0.015594
0.055;-2.6982e-06;-1.3699e-06;-6.5016e-06;1.6651e-06;-0.00013308;0.0051307;-0.014909;-0.016473
0.06;-3.2364e-06;-1.7477e-06;-8.855e-06;1.4991e-07;-0.00079332;0.0051577;-0.017795;-0.018211
0.065;-3.7819e-06;-2.0217e-06;-1.1672e-05;-1.8458e-06;0.00019272;0.003157;-0.019326;-0.020236
0.07;-4.3081e-06;-2.2492e-06;-1.4947e-05;-4.3543e-06;0.0013539;0.00056244;-0.017279;-0.02079
0.075;-4.8166e-06;-2.4958e-06;-1.8574e-05;-7.352e-06;8.2101e-05;-0.0020926;-0.010963;-0.01837
0.08;-5.365e-06;-2.8319e-06;-2.2373e-05;-1.0747e-05;-0.0032633;-0.0050662;-0.0027561;-0.013429
0.085;-6.0175e-06;-3.329e-06;-2.6192e-05;-1.4415e-05;-0.0050881;-0.0078168;0.0011128;-0.0083686
0.09;-6.7799e-06;-4.0381e-06;-3.002e-05;-1.8264e-05;-0.0037186;-0.0091481;-0.001709;-0.006182
0.095;-7.6032e-06;-4.9691e-06;-3.3926e-05;-2.2284e-05;-0.0011482;-0.0086176;-0.0045624;-0.0073746
0.1;-8.4406e-06;-6.094e-06;-3.7897e-05;-2.6511e-05;2.2752e-05;-0.0068915;-0.00073323;-0.0092659
0.105;-9.2777e-06;-7.365e-06;-4.1768e-05;-3.0967e-05;1.2875e-05;-0.0048078;0.0087148;-0.0089947
0.11;-1.0099e-05;-8.727e-06;-4.5323e-05;-3.5612e-05;0.0012724;-0.0024674;0.016647;-0.0062119
0.115;-1.0843e-05;-1.0107e-05;-4.8438e-05;-4.0361e-05;0.0048285;0.00098495;0.018548;-0.0020513
0.12;-1.1416e-05;-1.1401e-05;-5.1103e-05;-4.5104e-05;0.008895;0.005974;0.01752;0.0024651
0.125;-1.1746e-05;-1.2473e-05;-5.3311e-05;-4.9728e-05;0.010576;0.011685;0.018934;0.0070967
0.13;-1.1828e-05;-1.3195e-05;-5.4974e-05;-5.4098e-05;0.0092311;0.016418;0.024645;0.013218
0.135;-1.1704e-05;-1.3485e-05;-5.5928e-05;-5.8028e-05;0.0072554;0.018103;0.032152;0.02194
0.14;-1.1409e-05;-1.3353e-05;-5.6017e-05;-6.1286e-05;0.0064276;0.015657;0.036978;0.031854
0.145;-1.0959e-05;-1.2902e-05;-5.5184e-05;-6.3642e-05;0.0059992;0.0099422;0.036923;0.040292
0.15;-1.0378e-05;-1.2284e-05;-5.3466e-05;-6.492e-05;0.004495;0.0033696;0.033771;0.045977
0.155;-9.7141e-06;-1.1647e-05;-5.0933e-05;-6.5008e-05;0.0020976;-0.0018057;0.031449;0.049171
0.16;-9.0168e-06;-1.1091e-05;-4.7604e-05;-6.3855e-05;0.0005794;-0.0047622;0.032269;0.050177
0.165;-8.3012e-06;-1.0664e-05;-4.3443e-05;-6.146e-05;0.00087941;-0.0055706;0.034196;0.049215
0.17;-7.5415e-06;-1.0359e-05;-3.844e-05;-5.7867e-05;0.0026409;-0.0041581;0.033284;0.046636
0.175;-6.6844e-06;-1.0107e-05;-3.2675e-05;-5.3156e-05;0.005145;-7.3276e-05;0.027661;0.04279
0.18;-5.6636e-06;-9.7744e-06;-2.632e-05;-4.7434e-05;0.00796;0.0064862;0.019494;0.038075
0.185;-4.4114e-06;-9.1889e-06;-1.9552e-05;-4.0827e-05;0.010551;0.013742;0.013618;0.032679
0.19;-2.8857e-06;-8.1975e-06;-1.2452e-05;-3.3485e-05;0.011335;0.018746;0.012821;0.026219
0.195;-1.1022e-06;-6.7336e-06;-5.0013e-06;-2.5585e-05;0.0093124;0.019086;0.015283;0.01839
0.2;8.6958e-07;-4.8446e-06;2.8425e-06;-1.7328e-05;0.0057486;0.014937;0.016173;0.010156
0.205;2.9441e-06;-2.6572e-06;1.1032e-05;-8.9009e-06;0.0024702;0.0089407;0.011546;0.0034811
0.21;5.0493e-06;-3.1112e-07;1.9404e-05;-4.3206e-07;-2.0903e-05;0.0037413;0.0030017;-0.00018175
0.215;7.1232e-06;2.0809e-06;2.7777e-05;8.0227e-06;-0.0024883;-7.285e-05;-0.0029037;-0.00096018
0.22;9.096e-06;4.4289e-06;3.6087e-05;1.6461e-05;-0.0055825;-0.0034409;-0.0022077;-0.00035532
0.225;1.0897e-05;6.6501e-06;4.4384e-05;2.4893e-05;-0.008215;-0.0067135;0.001156;-0.000128
