T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;4.3901e-08;3.6322e-08;4.5472e-08;3.7959e-08;0.003483;0.0028818;0.0036077;0.0030116
0.01;1.5473e-07;1.3031e-07;1.6851e-07;1.4435e-07;0.0019327;0.0017808;0.0026556;0.0025088
0.015;2.4453e-07;2.2997e-07;2.9728e-07;2.8287e-07;-0.0036233;-0.001343;-0.0022033;4.7675e-05
0.02;2.2697e-07;3.0196e-07;3.5358e-07;4.3023e-07;-0.0049944;-0.00089044;-0.003619;0.0006434
0.025;1.2061e-07;3.6033e-07;3.4187e-07;6.0144e-07;-0.0021251;-0.00018752;-0.0018317;0.0012745
0.03;-2.3047e-09;4.0098e-07;3.005e-07;7.8723e-07;0.00080989;-0.0012235;-0.00053094;-9.8503e-05
0.035;-9.5052e-08;4.1056e-07;2.4587e-07;9.6277e-07;0.001615;-0.0012747;-0.00052594;-0.00073371
0.04;-1.3799e-07;4.0504e-07;1.927e-07;1.1325e-06;0.0023629;6.4213e-05;0.00063123;0.00026771
0.045;-1.0586e-07;4.0772e-07;1.8395e-07;1.3143e-06;0.0036423;0.0006;0.0029205;0.0006959
0.05;1.4531e-08;4.1513e-07;2.6186e-07;1.5037e-06;0.0034312;-0.00021639;0.0040232;-7.5139e-05
0.055;1.8576e-07;3.9505e-07;4.2106e-07;1.6705e-06;0.00064867;-0.0019786;0.0024947;-0.0017284
0.06;3.1844e-07;3.1738e-07;5.9565e-07;1.7802e-06;-0.0037271;-0.0026403;-0.001255;-0.0028515
0.065;3.2345e-07;2.0333e-07;6.9399e-07;1.8344e-06;-0.0065035;-0.00028728;-0.0048516;-0.0015981
0.07;1.8001e-07;1.2016e-07;6.5697e-07;1.8755e-06;-0.0053939;0.0027635;-0.0059931;0.00054345
0.075;-4.7863e-08;1.1002e-07;4.8675e-07;1.9297e-06;-0.001371;0.0030971;-0.0046736;0.00052852
0.08;-2.6651e-07;1.4287e-07;2.2289e-07;1.9657e-06;0.0021206;0.00035553;-0.0028152;-0.0019734
0.085;-4.1655e-07;1.538e-07;-8.9353e-08;1.9266e-06;0.0033789;-0.0021198;-0.0010556;-0.0040476
0.09;-4.6845e-07;1.2736e-07;-3.8697e-07;1.8019e-06;0.0044663;-0.00089292;0.0022135;-0.0028184
0.095;-3.9869e-07;1.1588e-07;-5.848e-07;1.6421e-06;0.005273;0.0020905;0.0057747;7.5541e-06
0.1;-2.3543e-07;1.49e-07;-6.4731e-07;1.4789e-06;0.0022352;0.0015064;0.0050822;-0.00025531
0.105;-9.2549e-08;1.7672e-07;-6.4789e-07;1.2735e-06;-0.0038587;-0.0019345;-0.00011081;-0.003113
0.11;-7.8036e-08;1.4433e-07;-6.994e-07;9.8215e-07;-0.0064447;-0.0028973;-0.003985;-0.0037865
0.115;-1.7302e-07;6.5883e-08;-8.3904e-07;6.2191e-07;-0.0023482;-0.00079688;-0.0030914;-0.0017327
0.12;-2.6181e-07;-5.6748e-09;-1.0328e-06;2.4407e-07;0.0028563;0.0013538;-0.0012259;0.00033148
0.125;-2.7364e-07;-3.6093e-08;-1.2591e-06;-1.1381e-07;0.0033319;0.0019463;-0.0013737;0.0012703
0.13;-2.2378e-07;-1.6026e-08;-1.5092e-06;-4.2593e-07;0.0016011;0.0020904;-0.0005443;0.0023853
0.135;-1.373e-07;6.3081e-08;-1.7241e-06;-6.543e-07;0.0013174;0.002631;0.0033521;0.0043117
0.14;-2.6613e-08;1.9462e-07;-1.8154e-06;-7.7023e-07;0.00062978;0.0015777;0.0065454;0.004698
0.145;6.0857e-08;3.2516e-07;-1.7545e-06;-7.9506e-07;-0.002474;-0.0016484;0.0056601;0.0026013
0.15;6.1102e-08;3.7904e-07;-1.5846e-06;-7.8902e-07;-0.0045216;-0.0044933;0.0030549;-0.00013363
0.155;-1.8513e-08;3.0878e-07;-1.345e-06;-8.1203e-07;-0.0018945;-0.0054484;0.0025027;-0.0021954
0.16;-9.2788e-08;1.2039e-07;-1.0474e-06;-8.9724e-07;0.0023265;-0.0040147;0.0021429;-0.0027887
0.165;-1.0608e-07;-1.3221e-07;-7.3891e-07;-1.0435e-06;0.0025822;-0.0011261;-0.0012442;-0.0020986
0.17;-8.6101e-08;-3.8866e-07;-5.014e-07;-1.2353e-06;8.1951e-05;0.00082817;-0.0044516;-0.0015445
0.175;-6.3615e-08;-6.0187e-07;-3.4888e-07;-1.4429e-06;9.5941e-05;0.0026263;-0.0023818;0.0002721
0.18;-1.5805e-08;-7.078e-07;-1.9423e-07;-1.5857e-06;0.0019301;0.0059462;0.0025509;0.0048901
0.185;6.4805e-08;-6.6576e-07;4.3622e-08;-1.5818e-06;0.00071911;0.005926;0.0041342;0.0068867
0.19;1.0765e-07;-5.5352e-07;3.4734e-07;-1.4649e-06;-0.0037301;-0.00028146;0.0011537;0.0021836
0.195;2.2997e-08;-5.0595e-07;6.2949e-07;-1.3565e-06;-0.0064908;-0.0049246;-0.0028832;-0.0028853
0.2;-1.9404e-07;-5.4274e-07;8.1371e-07;-1.3114e-06;-0.0041286;-0.0018661;-0.0049648;-0.0022153
