T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;2.3583e-08;9.1278e-08;2.315e-08;9.1281e-08;0.001871;0.0072419;0.0018367;0.0072422
0.01;8.516e-08;3.9503e-07;9.0528e-08;4.0947e-07;0.0012001;0.0098347;0.0017278;0.01098
0.015;1.3699e-07;8.8041e-07;1.674e-07;9.698800000000001e-07;-0.0019804;0.0047077;-0.00096435;0.0084037
0.02;1.1155e-07;1.4026e-06;1.7744e-07;1.6893e-06;-0.0042084;-0.0017631;-0.004379;0.0043244
0.025;-3.9124e-08;1.7963e-06;4.1964e-08;2.4494e-06;-0.0058107;-0.0085088;-0.0072685;-0.0010598
0.03;-3.4612e-07;1.9137e-06;-2.8615e-07;3.1111e-06;-0.0067007;-0.013617;-0.0081552;-0.0068175
0.035;-8.1936e-07;1.6655e-06;-8.3203e-07;3.5367e-06;-0.0066035;-0.015636;-0.0092558;-0.012073
0.04;-1.4536e-06;1.0491e-06;-1.6544e-06;3.6141e-06;-0.0062793;-0.013853;-0.012848;-0.015798
0.045;-2.24e-06;1.5221e-07;-2.8383e-06;3.2868e-06;-0.0058844;-0.0085922;-0.016089;-0.016593
0.05;-3.1611e-06;-8.7483e-07;-4.4291e-06;2.5778e-06;-0.0049041;-0.0018254;-0.01648;-0.013955
0.055;-4.1765e-06;-1.8705e-06;-6.4171e-06;1.5748e-06;-0.0026476;0.0043398;-0.015294;-0.0095715
0.06;-5.2215e-06;-2.7093e-06;-8.7716e-06;3.781e-07;0.0002797;0.0082253;-0.014029;-0.0059187
0.065;-6.2344e-06;-3.335e-06;-1.1467e-05;-9.4627e-07;0.0023019;0.008842;-0.013212;-0.0042818
0.07;-7.1847e-06;-3.7769e-06;-1.45e-05;-2.3903e-06;0.002705;0.0058783;-0.013853;-0.0052761
0.075;-8.0887e-06;-4.1463e-06;-1.7914e-05;-4.0205e-06;0.0010177;-6.3588e-05;-0.01658;-0.0095969
0.08;-9.0145e-06;-4.6106e-06;-2.1786e-05;-5.9851e-06;-0.0027489;-0.0075226;-0.020053;-0.017146
0.085;-1.0064e-05;-5.3482e-06;-2.6201e-05;-8.4997e-06;-0.007148;-0.014356;-0.02338;-0.026841
0.09;-1.132e-05;-6.4918e-06;-3.1236e-05;-1.1811e-05;-0.0093815;-0.018139;-0.026216;-0.036919
0.095;-1.2785e-05;-8.0778e-06;-3.6934e-05;-1.6139e-05;-0.0073717;-0.017282;-0.026887;-0.044437
0.1;-1.4369e-05;-1.0028e-05;-4.3272e-05;-2.16e-05;-0.0021751;-0.011888;-0.024274;-0.046163
0.105;-1.5932e-05;-1.2172e-05;-5.0154e-05;-2.8144e-05;0.0038605;-0.0035675;-0.019316;-0.040621
0.11;-1.7338e-05;-1.429e-05;-5.7448e-05;-3.5558e-05;0.0086887;0.005617;-0.013557;-0.028961
0.115;-1.8499e-05;-1.6165e-05;-6.4998e-05;-4.3511e-05;0.011015;0.013817;-0.0069769;-0.01414
0.12;-1.9384e-05;-1.763e-05;-7.2625e-05;-5.1637e-05;0.010998;0.018992;0.00078292;0.00027375
0.125;-2.0017e-05;-1.8614e-05;-8.0142e-05;-5.9619e-05;0.0091548;0.019493;0.0080247;0.011281
0.13;-2.046e-05;-1.9163e-05;-8.7393e-05;-6.7244e-05;0.0060484;0.015352;0.01334;0.017301
0.135;-2.0797e-05;-1.942e-05;-9.4264e-05;-7.4427e-05;0.002505;0.0080719;0.01697;0.018152
0.14;-2.1113e-05;-1.9571e-05;-0.00010069;-8.1194e-05;-0.00086834;0.00033243;0.018463;0.015074
0.145;-2.1481e-05;-1.978e-05;-0.00010667;-8.7647e-05;-0.0032695;-0.0049673;0.017773;0.010048
0.15;-2.1938e-05;-2.0134e-05;-0.00011221;-9.3912e-05;-0.0039456;-0.0066117;0.016721;0.0050202
0.155;-2.2483e-05;-2.0643e-05;-0.00011734;-0.00010008;-0.0030351;-0.0058593;0.016898;0.0024283
0.16;-2.3082e-05;-2.1289e-05;-0.00012202;-0.00010616;-0.0012573;-0.0050654;0.01867;0.0051296
0.165;-2.3687e-05;-2.2063e-05;-0.00012618;-0.00011199;0.00074304;-0.0052052;0.022483;0.014379
0.17;-2.4246e-05;-2.2967e-05;-0.0001297;-0.00011729;0.0028981;-0.0051036;0.029066;0.028195
0.175;-2.4708e-05;-2.397e-05;-0.00013239;-0.0001217;0.004889;-0.0029414;0.0374;0.042798
0.18;-2.5032e-05;-2.4985e-05;-0.00013405;-0.00012489;0.0061661;0.0020062;0.045372;0.055039
0.185;-2.5193e-05;-2.5863e-05;-0.00013449;-0.00012661;0.0068687;0.0089657;0.051809;0.063047
0.19;-2.5178e-05;-2.6431e-05;-0.00013359;-0.00012671;0.0071931;0.015859;0.055186;0.065606
0.195;-2.4978e-05;-2.655e-05;-0.00013133;-0.00012522;0.0076661;0.020018;0.053857;0.062098
0.2;-2.4564e-05;-2.6168e-05;-0.00012779;-0.00012229;0.0094305;0.020152;0.048522;0.053284
0.205;-2.3875e-05;-2.5318e-05;-0.00012313;-0.00011818;0.012484;0.017245;0.04179;0.041454
0.21;-2.2839e-05;-2.4092e-05;-0.00011748;-0.00011317;0.015338;0.012888;0.036142;0.029872
0.215;-2.1408e-05;-2.2613e-05;-0.00011098;-0.00010752;0.016337;0.0073313;0.032958;0.021634
0.22;-1.9592e-05;-2.1042e-05;-0.00010366;-0.00010137;0.014418;1.7437e-05;0.032293;0.018055
0.225;-1.7471e-05;-1.9568e-05;-9.5514e-05;-9.4766e-05;0.00993;-0.0077731;0.033407;0.018373
0.23;-1.5175e-05;-1.8348e-05;-8.6517e-05;-8.7677e-05;0.0042029;-0.012531;0.03492;0.020533
0.235;-1.2839e-05;-1.7423e-05;-7.6639e-05;-8.0052e-05;-0.0011258;-0.011092;0.035523;0.022267
0.24;-1.0569e-05;-1.6671e-05;-6.5883e-05;-7.1868e-05;-0.0040822;-0.0028293;0.034756;0.022487
0.245;-8.3935e-06;-1.5835e-05;-5.4291e-05;-6.3133e-05;-0.0035653;0.0095384;0.03214;0.021545
0.25;-6.2641e-06;-1.4612e-05;-4.1957e-05;-5.3872e-05;-0.00010083;0.021478;0.027209;0.020594
0.255;-4.0745e-06;-1.2754e-05;-2.9025e-05;-4.4099e-05;0.0049072;0.02931;0.020656;0.020337
0.26;-1.6986e-06;-1.0141e-05;-1.5655e-05;-3.3823e-05;0.010005;0.031077;0.014361;0.019872
0.265;9.7008e-07;-6.8115e-06;-1.9814e-06;-2.3078e-05;0.013422;0.026342;0.009932;0.017728
0.27;3.9702e-06;-2.9536e-06;1.1912e-05;-1.1941e-05;0.013123;0.01594;0.0076613;0.013617
0.275;7.2325e-06;1.1274e-06;2.5983e-05;-5.2674e-07;0.0078725;0.0019203;0.0064829;0.008549
0.28;1.0568e-05;5.0726e-06;4.0187e-05;1.1036e-05;-0.0019595;-0.012779;0.0041804;0.003315
0.285;1.3707e-05;8.552e-06;5.4426e-05;2.2611e-05;-0.013865;-0.024519;-0.0012944;-0.0022441
0.29;1.6373e-05;1.1353e-05;6.8518e-05;3.405e-05;-0.023867;-0.029813;-0.010491;-0.0087037
0.295;1.8383e-05;1.3441e-05;8.2194e-05;4.5179e-05;-0.028704;-0.027237;-0.022775;-0.016093
0.3;1.9693e-05;1.4956e-05;9.5126e-05;5.5819e-05;-0.027305;-0.018583;-0.03678;-0.023028
0.305;2.0404e-05;1.6138e-05;0.00010697;6.5831e-05;-0.020683;-0.0081093;-0.050252;-0.027216
0.31;2.0719e-05;1.7218e-05;0.00011743;7.5166e-05;-0.010962;-8.0417e-05;-0.060138;-0.026991
0.315;2.0889e-05;1.8337e-05;0.00012635;8.3876e-05;-0.00062566;0.0033168;-0.063773;-0.02298
0.32;2.1151e-05;1.9531e-05;0.00013371;9.2076e-05;0.0079325;0.0026408;-0.060322;-0.017906
0.325;2.1672e-05;2.0758e-05;0.00013968;9.9864e-05;0.012893;4.774e-06;-0.051425;-0.014932
0.33;2.2516e-05;2.1945e-05;0.00014449;0.00010726;0.012915;-0.0031198;-0.041243;-0.016452
0.335;2.3624e-05;2.3015e-05;0.00014836;0.00011416;0.0082114;-0.0062899;-0.034238;-0.023165
0.34;2.4846e-05;2.3894e-05;0.00015138;0.00012035;0.00095655;-0.0090701;-0.03297;-0.034059
0.345;2.6003e-05;2.4526e-05;0.00015352;0.00012551;-0.0061394;-0.010605;-0.037953;-0.047375
0.35;2.6948e-05;2.4894e-05;0.00015459;0.00012932;-0.010904;-0.010533;-0.047863;-0.061293
0.355;2.7599e-05;2.5013e-05;0.00015431;0.00013145;-0.012571;-0.0094073;-0.060071;-0.073104
0.36;2.7941e-05;2.4911e-05;0.00015238;0.00013168;-0.012174;-0.0083017;-0.071289;-0.079088
0.365;2.7985e-05;2.4601e-05;0.00014859;0.00012996;-0.011711;-0.0083202;-0.078028;-0.076583
0.37;2.7733e-05;2.407e-05;0.00014286;0.00012646;-0.011943;-0.0092933;-0.076643;-0.065596
0.375;2.7176e-05;2.3303e-05;0.00013537;0.00012153;-0.012381;-0.0096276;-0.065329;-0.049281
0.38;2.6307e-05;2.232e-05;0.00012647;0.00011557;-0.012658;-0.007749;-0.046178;-0.032924
0.385;2.5123e-05;2.1196e-05;0.0001167;0.00010894;-0.01257;-0.003413;-0.024376;-0.021312
0.39;2.3628e-05;2.0055e-05;0.00010654;0.00010183;-0.012247;0.0019474;-0.0061947;-0.016465
0.395;2.1838e-05;1.9013e-05;9.6362e-05;9.4295e-05;-0.011371;0.0060847;0.0040971;-0.017285
0.4;1.9792e-05;1.8139e-05;8.6302e-05;8.6287e-05;-0.0090796;0.0073045;0.0057723;-0.02087
0.405;1.7569e-05;1.742e-05;7.6322e-05;7.7711e-05;-0.0051935;0.0051024;0.00064587;-0.024445
0.41;1.5269e-05;1.6756e-05;6.6245e-05;6.8497e-05;-0.00087098;-0.00062011;-0.0083357;-0.026739
0.415;1.2981e-05;1.5969e-05;5.584e-05;5.861e-05;0.0018186;-0.009297;-0.01797;-0.026988
0.42;1.0727e-05;1.4826e-05;4.4894e-05;4.8087e-05;0.00093374;-0.019139;-0.025313;-0.02399
0.425;8.4353e-06;1.3099e-05;3.3283e-05;3.7049e-05;-0.0039645;-0.027603;-0.027919;-0.01721
0.43;5.952e-06;1.0637e-05;2.1014e-05;2.5706e-05;-0.011335;-0.031171;-0.024746;-0.0071819
0.435;3.0927e-06;7.4479e-06;8.2198e-06;1.4323e-05;-0.018754;-0.027086;-0.017284;0.0039798
0.44;-2.8909e-07;3.7241e-06;-4.8934e-06;3.1529e-06;-0.023072;-0.015716;-0.0082411;0.013037
0.445;-4.2317e-06;-2.034e-07;-1.8119e-05;-7.6323e-06;-0.021823;-0.00058906;-0.00070063;0.017794
0.45;-8.6256e-06;-3.9741e-06;-3.1315e-05;-1.7968e-05;-0.014312;0.013147;0.0030631;0.018206
0.455;-1.3214e-05;-7.3157e-06;-4.4431e-05;-2.7878e-05;-0.0012381;0.021223;0.0033172;0.015863
0.46;-1.7633e-05;-1.0124e-05;-5.748e-05;-3.7438e-05;0.014699;0.021501;0.0020642;0.012085
0.465;-2.1496e-05;-1.2478e-05;-7.0476e-05;-4.6754e-05;0.029845;0.014789;0.0021372;0.0074877
0.47;-2.4494e-05;-1.4589e-05;-8.3391e-05;-5.594e-05;0.039406;0.0047243;0.0044341;0.0028755
0.475;-2.6512e-05;-1.67e-05;-9.6153e-05;-6.5103e-05;0.039047;-0.004722;0.0077264;-0.0010097
0.48;-2.7678e-05;-1.9004e-05;-0.00010867;-7.4322e-05;0.02913;-0.010753;0.012028;-0.0034632
0.485;-2.8303e-05;-2.1587e-05;-0.00012081;-8.3629e-05;0.01418;-0.01155;0.018015;-0.0036111
0.49;-2.8746e-05;-2.439e-05;-0.0001324;-9.2992e-05;0.00036492;-0.0061839;0.025695;-0.00093285
0.495;-2.9275e-05;-2.7209e-05;-0.00014325;-0.00010231;-0.0072551;0.0049678;0.034127;0.0045324
0.5;-2.9976e-05;-2.9721e-05;-0.00015314;-0.00011142;-0.0066039;0.019546;0.042071;0.012562
0.505;-3.0748e-05;-3.1572e-05;-0.0001619;-0.00012007;0.00088326;0.033327;0.048608;0.023088
0.51;-3.1373e-05;-3.2484e-05;-0.00016938;-0.00012799;0.010883;0.041816;0.053227;0.036002
0.515;-3.1625e-05;-3.235e-05;-0.00017549;-0.00013484;0.019045;0.041983;0.05689;0.050036
0.52;-3.1356e-05;-3.1267e-05;-0.00018013;-0.00014027;0.022642;0.03388;0.061479;0.062678
0.525;-3.0545e-05;-2.9504e-05;-0.00018313;-0.00014404;0.020707;0.020652;0.06819;0.071217
0.53;-2.9301e-05;-2.74e-05;-0.00018433;-0.00014599;0.013974;0.006536;0.076716;0.073863
0.535;-2.782e-05;-2.5272e-05;-0.0001835;-0.00014612;0.004971;-0.0046108;0.085622;0.071165
0.54;-2.6316e-05;-2.3337e-05;-0.00018044;-0.00014455;-0.0031666;-0.010879;0.092541;0.065359
0.545;-2.4952e-05;-2.1691e-05;-0.00017504;-0.00014142;-0.0080035;-0.012212;0.094978;0.05932
0.55;-2.3785e-05;-2.0312e-05;-0.0001673;-0.00013686;-0.0078141;-0.0092465;0.092057;0.055876
0.555;-2.2749e-05;-1.9098e-05;-0.00015736;-0.00013089;-0.0026788;-0.003879;0.084223;0.056031
0.56;-2.168e-05;-1.7917e-05;-0.00014545;-0.00012348;0.0053355;0.0012366;0.0729;0.059038
0.565;-2.038e-05;-1.6669e-05;-0.00013188;-0.00011454;0.013095;0.0040666;0.060377;0.063573
0.57;-1.8697e-05;-1.5319e-05;-0.00011694;-0.00010396;0.017608;0.0041672;0.04915;0.068139
