T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;-3.7081e-09;-2.9534e-09;-3.8134e-09;-3.0013e-09;-0.0002942;-0.00023432;-0.00030255;-0.00023812
0.01;-1.131e-08;-5.4394e-09;-1.23e-08;-5.9071e-09;-2.3657e-05;0.0002643;-7.7408e-05;0.00023847
0.015;-1.0555e-08;5.5529e-09;-1.4108e-08;4.1234e-09;0.0006927;0.00081844;0.00061194;0.00080057
0.02;1.0186e-08;3.8797e-08;3.5934e-09;3.7561e-08;0.00091003;0.00096211;0.00095156;0.0010717
0.025;5.0201e-08;9.5502e-08;4.4476e-08;1.0106e-07;0.00063347;0.00091614;0.00090428;0.0013339
0.03;9.9616e-08;1.6374e-07;1.0452e-07;1.9192e-07;0.00011945;1.2318e-05;0.00062939;0.00086022
0.035;1.4442e-07;2.174e-07;1.7541e-07;2.9218e-07;-0.00048836;-0.0011796;0.00023918;-0.00010771
0.04;1.7039e-07;2.3546e-07;2.4719e-07;3.8175e-07;-0.0010186;-0.0016731;-0.00016862;-0.00074991
0.045;1.6923e-07;2.1574e-07;3.1091e-07;4.5076e-07;-0.0011548;-0.0013536;-0.00047633;-0.00089799
0.05;1.4476e-07;1.742e-07;3.6161e-07;5.0143e-07;-0.00071381;-0.00039424;-0.00056723;-0.00057108
0.055;1.1002e-07;1.3765e-07;3.9755e-07;5.4696e-07;-0.00010595;0.00079314;-0.00061284;0.0001586
0.06;7.5225e-08;1.307e-07;4.1538e-07;6.0645e-07;0.00010356;0.0015776;-0.00083452;0.00095756
0.065;4.0099e-08;1.6088e-07;4.0971e-07;6.9339e-07;-0.00012804;0.0013996;-0.0010472;0.0012436
0.07;6.5998e-10;2.1599e-07;3.8319e-07;8.0967e-07;-0.00021925;0.00059586;-0.00062482;0.0011035
0.075;-3.8069e-08;2.7841e-07;3.547e-07;9.5226e-07;0.00027268;-1.4402e-05;0.00046493;0.001001
0.08;-6.0275e-08;3.3428e-07;3.4861e-07;1.1156e-06;0.0010491;-0.00050832;0.00133;0.00066034
0.085;-5.4112e-08;3.7064e-07;3.715e-07;1.2852e-06;0.0012255;-0.0010523;0.00099616;-0.00015542
0.09;-2.5759e-08;3.8171e-07;4.0265e-07;1.4428e-06;0.00055344;-0.00097588;-0.00033194;-0.00081117
