T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;-3.7077e-09;-3.1963e-09;-3.8243e-09;-3.0739e-09;-0.00029416;-0.00025359;-0.00030342;-0.00024388
0.01;-1.1319e-08;-6.5859e-09;-1.2374e-08;-6.3899e-09;-2.4425e-05;0.00023057;-8.0697e-05;0.00021727
0.015;-1.063e-08;3.2697e-09;-1.4341e-08;2.7488e-09;0.00068892;0.00083309;0.00060749;0.00078306
0.02;9.9208e-09;3.6515e-08;3.1932e-09;3.5613e-08;0.00090384;0.0010387;0.00095534;0.0011143
0.025;4.9739e-08;9.4893e-08;4.4322e-08;1.0008e-07;0.00063903;0.00097381;0.00093345;0.001415
0.03;9.9541e-08;1.6557e-07;1.0559e-07;1.9309e-07;0.00016046;1.6052e-05;0.00067901;0.00087428
0.035;1.4586e-07;2.2089e-07;1.7861e-07;2.9475e-07;-0.00043828;-0.0012456;0.00026118;-0.00018191
0.04;1.7399e-07;2.3907e-07;2.5169e-07;3.8384e-07;-0.001018;-0.0017314;-0.00025507;-0.00082757
0.045;1.7389e-07;2.1888e-07;3.1347e-07;4.5136e-07;-0.0012425;-0.0013418;-0.00065088;-0.00089983
0.05;1.4778e-07;1.7751e-07;3.5908e-07;5.0198e-07;-0.0008418;-0.00035494;-0.00064487;-0.0004551
0.055;1.0922e-07;1.415e-07;3.915e-07;5.515e-07;-0.00015431;0.00078418;-0.00041121;0.00036528
0.06;7.1292e-08;1.3394e-07;4.14e-07;6.1915e-07;0.00020726;0.0014947;-0.00037971;0.0010872
0.065;3.6758e-08;1.6143e-07;4.2397e-07;7.139e-07;6.6835e-05;0.0013147;-0.000622;0.001086
0.07;1.4909e-09;2.1396e-07;4.1696e-07;8.3013e-07;-0.00012652;0.00068836;-0.00073849;0.00063233
0.075;-3.2944e-08;2.7757e-07;3.9555e-07;9.5782e-07;0.00018956;0.00019698;-0.00041503;0.00028382
0.08;-5.4479e-08;3.3812e-07;3.6787e-07;1.0852e-06;0.00084202;-0.00043926;-8.5974e-05;-0.00030657
0.085;-5.2313e-08;3.7832e-07;3.338e-07;1.1924e-06;0.0010579;-0.0011901;-0.00042003;-0.001307
0.09;-3.0085e-08;3.8931e-07;2.8098e-07;1.2613e-06;0.00055047;-0.001152;-0.0010806;-0.0017576
0.095;-6.8756e-09;3.8235e-07;1.9562e-07;1.2925e-06;-0.00046999;-0.00028707;-0.0015243;-0.0012682
0.1;-6.3904e-09;3.8113e-07;7.2711e-08;1.307e-06;-0.0013505;0.00074582;-0.0014824;-6.9411e-05
0.105;-3.5979e-08;4.0812e-07;-7.7087e-08;1.3392e-06;-0.0010635;0.0015136;-0.0006731;0.0014876
0.11;-7.6584e-08;4.7269e-07;-2.3111e-07;1.4185e-06;0.00017959;0.0014984;0.00033642;0.002279
0.115;-9.8653e-08;5.6876e-07;-3.6778e-07;1.5525e-06;0.0013061;0.0010216;0.0010537;0.0021074
0.12;-8.4176e-08;6.8537e-07;-4.7228e-07;1.7336e-06;0.0016225;0.00062097;0.0015201;0.0016586
0.125;-3.9438e-08;8.1097e-07;-5.3796e-07;1.9493e-06;0.00080459;9.9493e-05;0.0015889;0.0011146
0.13;8.94e-09;9.2464e-07;-5.6744e-07;2.1801e-06;-0.00051327;-0.00105;0.001308;9.0235e-05
0.135;3.42e-08;9.9484e-07;-5.7162e-07;2.396e-06;-0.0013403;-0.002428;0.00071811;-0.0012751
0.14;2.3963e-08;9.9937e-07;-5.6733e-07;2.5708e-06;-0.0015022;-0.0028329;-4.0757e-05;-0.0020222
0.145;-2.092e-08;9.4618e-07;-5.6998e-07;2.7015e-06;-0.0012709;-0.0017922;-0.00051596;-0.0015158
0.15;-9.274e-08;8.6928e-07;-5.8305e-07;2.8119e-06;-0.0008843;-0.00010517;-0.00032257;-0.000104
0.155;-1.7648e-07;8.0882e-07;-5.9409e-07;2.9372e-06;-7.2329e-05;0.001422;0.00048313;0.0012928
0.16;-2.473e-07;7.9641e-07;-5.8324e-07;3.1021e-06;0.0011047;0.0024253;0.0012693;0.0018774
0.165;-2.8319e-07;8.4295e-07;-5.4189e-07;3.3035e-06;0.0016946;0.0022986;0.0011773;0.0010562
0.17;-2.8259e-07;9.3246e-07;-4.8235e-07;3.5104e-06;0.0012306;0.0011422;0.00028047;-0.00061434
0.175;-2.6034e-07;1.0334e-06;-4.2305e-07;3.6858e-06;0.0005001;-0.00023082;-0.00030457;-0.0019084
0.18;-2.2575e-07;1.1132e-06;-3.6714e-07;3.8039e-06;0.00048092;-0.0014596;2.9318e-05;-0.0026787
0.185;-1.6936e-07;1.1498e-06;-3.0033e-07;3.8521e-06;0.0012611;-0.0019961;0.00084155;-0.0029177
0.19;-7.6816e-08;1.1382e-06;-2.0903e-07;3.8273e-06;0.0016361;-0.0018686;0.0011225;-0.0029243
0.195;4.7377e-08;1.0884e-06;-9.3658e-08;3.7347e-06;0.00090161;-0.0011922;0.00080533;-0.0025006
0.2;1.7699e-07;1.0237e-06;3.8185e-08;3.5962e-06;-0.00046621;5.762e-06;0.0005109;-0.0011748
0.205;2.7789e-07;9.6844e-07;1.7811e-07;3.4441e-06;-0.0018325;0.00074931;0.00013736;8.5605e-05
0.21;3.2808e-07;9.2747e-07;3.162e-07;3.2926e-06;-0.0022316;0.00040098;-0.00028512;-2.8712e-05
0.215;3.3289e-07;8.8344e-07;4.4821e-07;3.123e-06;-0.0014034;-0.00064445;-0.00020529;-0.0014122
0.22;3.1875e-07;8.1717e-07;5.8546e-07;2.9056e-06;-0.00011406;-0.0011401;0.00062183;-0.0024197
0.225;3.1213e-07;7.2577e-07;7.5055e-07;2.6284e-06;0.00072019;-0.00087272;0.0016056;-0.0023603
