T;DXP (m);DZP (m);DXU (m);DZU (m);AXP (m/s^2);AZP (m/s^2);AXU (m/s^2);AZU (m/s^2)
0.005;4.0199e-08;3.3131e-08;4.5509e-08;4.551e-08;0.0031893;0.0026286;0.0036107;0.0030142
0.01;1.3407e-07;1.1314e-07;1.689e-07;1.689e-07;0.0011655;0.0011701;0.0026777;0.0025378
0.015;1.903e-07;1.8495e-07;2.9858e-07;2.9858e-07;-0.0041894;-0.0018452;-0.0021801;0.00014809
0.02;1.4005e-07;2.2188e-07;3.5368e-07;3.5361e-07;-0.0043639;-0.00096456;-0.0038094;0.00075988
0.025;3.2333e-08;2.4966e-07;3.2781e-07;3.2755e-07;-0.00024653;0.00024241;-0.0026761;0.0011218
0.03;-5.0401e-08;2.7229e-07;2.3953e-07;2.3898e-07;0.0022674;-0.00064367;-0.0023053;-0.00090533
0.035;-8.4987e-08;2.7582e-07;8.7445e-08;8.6684e-08;0.0015964;-0.00089707;-0.0027993;-0.002405
0.04;-8.357e-08;2.7159e-07;-1.1166e-07;-1.124e-07;0.001273;0.00027306;-0.00098138;-0.0021557
0.045;-4.1519e-08;2.7931e-07;-2.8399e-07;-2.8448e-07;0.0019764;0.0006917;0.003117;-0.0020796
0.05;4.4432e-08;2.9365e-07;-3.3874e-07;-3.3886e-07;0.0015459;-0.00015729;0.0063019;-0.0027034
0.055;1.3525e-07;2.8174e-07;-2.4008e-07;-2.3989e-07;-0.0011448;-0.0019381;0.005992;-0.003797
0.06;1.5565e-07;2.117e-07;-4.2281e-08;-4.2007e-08;-0.0044905;-0.0027244;0.0019555;-0.0041259
0.065;5.2212e-08;9.8391e-08;1.4143e-07;1.4154e-07;-0.0054356;-0.00075171;-0.0030849;-0.002089
0.07;-1.4622e-07;-3.1086e-09;2.077e-07;2.0748e-07;-0.0021864;0.0017024;-0.006324;0.00070465
0.075;-3.3165e-07;-6.6602e-08;1.0718e-07;1.0668e-07;0.0032239;0.0013572;-0.0070316;0.0013944
0.08;-4.0614e-07;-1.2639e-07;-1.5507e-07;-1.5556e-07;0.0056773;-0.0010564;-0.005913;-1.525e-06
0.085;-3.6098e-07;-2.2429e-07;-5.2882e-07;-5.2892e-07;0.003913;-0.0020075;-0.0030179;-0.00069546
0.09;-2.4336e-07;-3.4056e-07;-9.0685e-07;-9.0616e-07;0.0018743;0.00051909;0.002659;0.0015517
0.095;-1.009e-07;-4.054e-07;-1.1342e-06;-1.1325e-06;0.00011662;0.0036028;0.0094012;0.0046843
0.1;-8.0279e-10;-4.0052e-07;-1.1078e-06;-1.1055e-06;-0.0034932;0.0020094;0.010933;0.0039525
0.105;-3.3849e-08;-3.9863e-07;-8.7384e-07;-8.714e-07;-0.0071659;-0.00225;0.005707;0.00027283
0.11;-2.235e-07;-4.5792e-07;-5.6811e-07;-5.6618e-07;-0.0054023;-0.0026751;1.6979e-05;-0.0010171
0.115;-4.4025e-07;-5.3839e-07;-2.9104e-07;-2.8996e-07;0.0032038;0.00096761;-0.0023271;0.00066535
0.12;-4.9532e-07;-5.6223e-07;-8.3834e-08;-8.3479e-08;0.009768;0.00358;-0.0032617;0.0021113
0.125;-3.2676e-07;-5.0561e-07;2.9574e-08;2.9738e-08;0.0081654;0.0028725;-0.0042422;0.0020845
0.13;-1.4886e-08;-3.9555e-07;6.209e-08;6.272e-08;0.003298;0.0013989;-0.0022541;0.0023908
0.135;3.3441e-07;-2.5335e-07;1.1485e-07;1.1632e-07;-0.00031316;0.0011647;0.0038562;0.0041216
0.14;6.2619e-07;-8.8216e-08;3.2234e-07;3.2443e-07;-0.0042793;0.00067719;0.0085455;0.0051467
0.145;7.5534e-07;7.3911e-08;7.145e-07;7.1643e-07;-0.0087328;-0.00091338;0.0062704;0.0039763
0.15;6.6096e-07;1.9386e-07;1.1855e-06;1.1862e-06;-0.0091822;-0.0024639;3.8589e-05;0.0014766
0.155;4.1935e-07;2.4526e-07;1.5968e-06;1.5956e-06;-0.0026326;-0.0030266;-0.0048244;-0.0016414
0.16;2.1236e-07;2.3544e-07;1.8437e-06;1.8404e-06;0.0054146;-0.0018807;-0.0083305;-0.0043728
0.165;1.6371e-07;2.0737e-07;1.8356e-06;1.8308e-06;0.0072951;0.00041704;-0.012066;-0.00618
0.17;2.5498e-07;2.0427e-07;1.5216e-06;1.5166e-06;0.0039138;0.0015923;-0.012434;-0.0072
0.175;4.0803e-07;2.539e-07;9.8352e-07;9.7934e-07;0.0010146;0.00262;-0.0055359;-0.0055965
0.18;5.5597e-07;3.9345e-07;4.3002e-07;4.2706e-07;-0.0014178;0.0045706;0.0043063;-6.2227e-05
0.185;6.0621e-07;6.1464e-07;4.6298e-08;4.427e-08;-0.0063808;0.0019998;0.0093144;0.0037769
0.19;4.4585e-07;7.8418e-07;-1.3539e-07;-1.372e-07;-0.010486;-0.0061123;0.0068841;0.0012641
0.195;5.0704e-08;7.4937e-07;-2.2022e-07;-2.2254e-07;-0.0083371;-0.010281;0.00087094;-0.0018744
0.2;-4.5516e-07;5.2207e-07;-3.4383e-07;-3.4701e-07;-0.00054027;-0.0051663;-0.0039875;-0.00032162
0.205;-8.6006e-07;2.6768e-07;-5.9321e-07;-5.9689e-07;0.0086188;0.0030059;-0.0060881;0.0020912
0.21;-9.9532e-07;1.1662e-07;-9.8727e-07;-9.9038e-07;0.012991;0.0053051;-0.0054989;-0.0006088
0.215;-8.5753e-07;5.0224e-08;-1.4905e-06;-1.4916e-06;0.0088981;0.0014887;-0.0032386;-0.0064391
0.22;-6.0327e-07;-4.8395e-09;-2.0154e-06;-2.0133e-06;0.00042582;-0.0006101;0.0014849;-0.0082159
0.225;-3.9441e-07;-4.9703e-08;-2.392e-06;-2.3866e-06;-0.0040949;0.0014106;0.01036;-0.0043419
0.23;-2.7872e-07;-4.612e-08;-2.4048e-06;-2.3971e-06;-0.0033781;0.0024834;0.018755;0.00044397
0.235;-2.5828e-07;-8.3351e-09;-1.9704e-06;-1.9621e-06;-0.0042158;0.00026792;0.017102;0.0034569
0.24;-3.8415e-07;-6.9635e-09;-1.2683e-06;-1.2609e-06;-0.0074864;-0.0031808;0.0043503;0.004827
0.245;-6.4224e-07;-1.0732e-07;-5.9659e-07;-5.9068e-07;-0.0031558;-0.004971;-0.0068194;0.0047432
0.25;-8.0328e-07;-3.1583e-07;-1.0116e-07;-9.6458e-08;0.010882;-0.0036979;-0.0073448;0.0032168
0.255;-5.9096e-07;-5.6331e-07;2.5421e-07;2.5846e-07;0.019061;0.00056652;-0.0038529;0.0011792
0.26;-7.7362e-09;-7.4195e-07;5.1593e-07;5.204e-07;0.0107;0.0049491;-0.0036166;0.00027797
0.265;6.5031e-07;-7.7506e-07;7.0199e-07;7.0685e-07;-0.0047148;0.0067088;-0.0024595;0.00039312
0.27;1.096e-06;-6.572e-07;9.1337e-07;9.1803e-07;-0.012341;0.0053843;0.0044532;0.0012023
0.275;1.2479e-06;-4.5988e-07;1.3129e-06;1.3159e-06;-0.011188;0.00098881;0.010625;0.0014408
0.28;1.1423e-06;-3.0096e-07;1.9211e-06;1.9209e-06;-0.0094041;-0.0040664;0.0061427;-4.4113e-05
0.285;8.2488e-07;-2.5404e-07;2.5186e-06;2.5142e-06;-0.0075472;-0.0049252;-0.006974;0.00020407
0.29;4.0652e-07;-2.7677e-07;2.8084e-06;2.7998e-06;-0.00056529;-0.00066904;-0.017685;0.0039841
0.295;1.0675e-07;-2.6979e-07;2.6391e-06;2.6276e-06;0.010046;0.0030657;-0.01909;0.006815
0.3;1.203e-07;-2.027e-07;2.0661e-06;2.0537e-06;0.01507;0.0017719;-0.013233;0.0043911
0.305;4.2121e-07;-1.2741e-07;1.2555e-06;1.2442e-06;0.0079857;-0.0011223;-0.0057725;-0.00057387
0.31;7.4974e-07;-7.3287e-08;3.9455e-07;3.8541e-07;-0.0057653;-0.00059526;0.0017466;-0.0029839
0.315;8.1945e-07;-7.8316e-10;-3.2606e-07;-3.3314e-07;-0.014985;0.0020642;0.0094769;-0.002624
0.32;5.1767e-07;1.4217e-07;-7.5981e-07;-7.6567e-07;-0.014782;0.0035826;0.013504;-0.00083415
0.325;-7.7703e-08;3.5598e-07;-9.0986e-07;-9.1542e-07;-0.0087213;0.0021032;0.00924;0.00066073
0.33;-7.8598e-07;5.6733e-07;-9.6448e-07;-9.6994e-07;-0.00031945;-0.0022874;-0.0015822;-4.9693e-05
0.335;-1.3797e-06;6.8457e-07;-1.1705e-06;-1.175e-06;0.0094799;-0.0052613;-0.010562;-0.0015272
0.34;-1.6333e-06;6.8865e-07;-1.643e-06;-1.6448e-06;0.01774;-0.0038155;-0.010806;-0.001727
0.345;-1.4314e-06;6.3321e-07;-2.284e-06;-2.2811e-06;0.018758;-0.0009412;-0.0027099;-0.0019749
0.35;-8.7668e-07;5.7335e-07;-2.8532e-06;-2.8446e-06;0.0095107;0.00059493;0.0084492;-0.0029402
0.355;-2.694e-07;5.4224e-07;-3.098e-06;-3.0842e-06;-0.0052906;0.001704;0.017526;-0.0026016
0.36;6.7468e-08;5.5571e-07;-2.8546e-06;-2.8378e-06;-0.01638;0.0018709;0.021554;-0.0016379
0.365;-1.272e-08;5.7351e-07;-2.1199e-06;-2.1029e-06;-0.017046;-0.0015007;0.017796;-0.004221
0.37;-4.0598e-07;4.9019e-07;-1.0803e-06;-1.0652e-06;-0.0080396;-0.0065907;0.0066314;-0.0097842
0.375;-8.2834e-07;2.633e-07;-4.2385e-08;-3.0518e-08;0.0056992;-0.00495;-0.0067696;-0.0095361
0.38;-9.5501e-07;1.9063e-08;7.2164e-07;7.3028e-07;0.017976;0.0035421;-0.015182;-0.0012314
0.385;-5.893e-07;-9.7175e-08;1.1062e-06;1.1124e-06;0.021474;0.0067552;-0.015222;0.0048416
0.39;1.9045e-07;-1.2787e-07;1.1802e-06;1.1853e-06;0.01172;0.0001319;-0.0096348;0.0029673
0.395;1.0477e-06;-2.2924e-07;1.1198e-06;1.1242e-06;-0.0055012;-0.0058203;-0.0011309;0.00012291
0.4;1.6188e-06;-4.4317e-07;1.1616e-06;1.1644e-06;-0.017452;-0.0032331;0.0092961;0.001985
0.405;1.7373e-06;-6.5446e-07;1.5176e-06;1.5168e-06;-0.018805;0.0034424;0.015879;0.0057429
